"","Hugo_Symbol","Entrez_Gene_Id","LE60_slope","GT60_slope","AllAges_slope","LE60_pval","GT60_pval","AllAges_pval","AgeDependentp","LE60_BHadj_pval","GT60_BHadj_pval","AllAges_BHadj_pval","BHadj_and_AgeDependentp","BHadj_signifp","LE60_log2FC","GT60_log2FC","AllAges_log2FC","Best_log2FC","Best_BHadj_pval"
"655","ANG",283,0.0115880238266996,0.00738398898330415,0.0122547186910188,0.0284876916960513,0.232328055008448,1.58407550230121e-07,1,0.400414687202339,0.588118752615312,5.14686026081554e-06,TRUE,TRUE,0.405580833934486,0.221519669499124,0.796556714916223,0.796556714916223,5.14686026081554e-06
"672","ANKRA2",57763,0.0035903367233127,0.00545847426383697,0.00732638107659201,0.298996814975022,0.14982862253772,7.82027778594968e-07,1,0.799820175280124,0.494678317598859,1.86491268508114e-05,TRUE,TRUE,0.125661785315944,0.163754227915109,0.47621476997848,0.47621476997848,1.86491268508114e-05
"674","ANKRD11",29123,-0.00454939465220049,-0.0110173986522761,-0.00708830429872677,0.134129800714714,0.000634336062057682,3.31915921802846e-08,1,0.653602941632478,0.0739011873061409,1.46826097270233e-06,TRUE,TRUE,-0.159228812827017,-0.330521959568282,-0.46073977941724,-0.46073977941724,1.46826097270233e-06
"711","ANKRD42",338699,0.00676315079036114,0.00619818679913934,0.00881742861986884,0.0929938084721239,0.162228348446708,3.4587159316576e-07,1,0.588585905788212,0.510948005876026,9.74976241314294e-06,TRUE,TRUE,0.23671027766264,0.18594560397418,0.573132860291474,0.573132860291474,9.74976241314294e-06
"733","ANKS6",203286,0.00155593506201491,-0.0218458407010504,-0.0135579803206516,0.810716048030469,0.0022185762615944,1.201102288226e-06,1,0.978326661420543,0.110014428281342,2.61137526217817e-05,TRUE,TRUE,0.0544577271705217,-0.655375221031511,-0.881268720842354,-0.881268720842354,2.61137526217817e-05
"747","ANP32B",10541,-0.0066319841031832,-0.00443940773299098,-0.00671985298077837,0.0371410001250102,0.145190912043751,1.83995275831187e-07,1,0.439170866525554,0.489348059935458,5.8480737980746e-06,TRUE,TRUE,-0.232119443611412,-0.13318223198973,-0.436790443750594,-0.436790443750594,5.8480737980746e-06
"750","ANP32E",81611,-0.00862129782690585,-0.0168657390841232,-0.0166781372583151,0.119713896238184,0.00723657122794069,5.91068533378962e-12,1,0.630887663200449,0.156335947341886,1.63238751576566e-09,TRUE,TRUE,-0.301745423941705,-0.505972172523696,-1.08407892179048,-1.08407892179048,1.63238751576566e-09
"770","ANXA8",653145,-0.0169649847298638,-0.0327131170689689,-0.0269257146806192,0.113703206948336,0.00545200939295358,4.98822734286508e-09,1,0.625337039936262,0.144130346304633,3.26744878865813e-07,TRUE,TRUE,-0.593774465545233,-0.981393512069068,-1.75017145424025,-1.75017145424025,3.26744878865813e-07
"804","APBA2",321,0.00269873387421848,-0.0109683289106354,-0.0150177483700738,0.711271629730399,0.135788118839731,7.01928189105537e-07,1,0.96124964207373,0.474376373457707,1.70777457151784e-05,TRUE,TRUE,0.0944556855976469,-0.329049867319062,-0.9761536440548,-0.9761536440548,1.70777457151784e-05
"815","APEH",327,0.00100141792923366,0.0122974394297575,0.0068744710655267,0.758966767112359,9.71366913171232e-05,2.24947770835686e-07,1,0.972111044088449,0.0407056845585714,6.9027891780314e-06,TRUE,TRUE,0.035049627523178,0.368923182892725,0.446840619259236,0.446840619259236,6.9027891780314e-06
"819","APH1B",83464,0.00617705545798525,0.00775575485294086,0.0119750989477528,0.193473261773049,0.148747900631043,7.5137521452987e-09,1,0.717986147863179,0.493356738074746,4.54315244359377e-07,TRUE,TRUE,0.216196941029484,0.232672645588226,0.77838143160393,0.77838143160393,4.54315244359377e-07
"823","APLF",200558,-0.00446232377594584,-0.0116861577978796,-0.00934167576213407,0.250848960809752,0.0102314213825698,5.55311165934662e-08,1,0.764470320990065,0.173659374059244,2.16775025226062e-06,TRUE,TRUE,-0.156181332158104,-0.350584733936388,-0.607208924538715,-0.607208924538715,2.16775025226062e-06
"887","ARAF",369,0.00224693168888335,0.00865266476789378,0.00551494022783787,0.356724864969774,0.00141079840184824,1.58361478792549e-07,1,0.831362456988871,0.0982011759722176,5.14686026081554e-06,TRUE,TRUE,0.0786426091109173,0.259579943036813,0.358471114809462,0.358471114809462,5.14686026081554e-06
"893","AREG",374,-0.0601044569726554,-0.00245386968725418,-0.0339001552187541,4.31924771969936e-07,0.844259449954234,1.51273761770695e-11,1,0.00332076572002662,0.944396846125598,3.22039778052884e-09,TRUE,TRUE,-2.10365599404294,-0.0736160906176255,-2.20351008921902,-2.20351008921902,3.22039778052884e-09
"912","ARHGAP10",79658,-0.00508493821567119,-0.0145638713230605,-0.0120259326126148,0.261605317403019,0.0108440538170464,7.87664786186176e-09,1,0.773608484340736,0.176339975059817,4.67950733583921e-07,TRUE,TRUE,-0.177972837548492,-0.436916139691816,-0.781685619819959,-0.781685619819959,4.67950733583921e-07
"929","ARHGAP28",79822,-0.00993294973408183,-0.0172982431009506,-0.0174081343896488,0.0894201958998208,0.00801685667329765,6.97518021077197e-12,1,0.578499697247432,0.160554095415134,1.80445263250059e-09,TRUE,TRUE,-0.347653240692864,-0.518947293028517,-1.13152873532717,-1.13152873532717,1.80445263250059e-09
"935","ARHGAP36",158763,-0.0209121660985276,-0.00820314089740522,-0.0170580643034664,0.0187179519182517,0.233964175601306,3.57396906261583e-07,1,0.350953012250744,0.590044408127232,1.0005644620915e-05,TRUE,TRUE,-0.731925813448465,-0.246094226922157,-1.10877417972531,-1.10877417972531,1.0005644620915e-05
"944","ARHGDIB",397,0.0178465865278076,0.00108648094467527,0.0108704178696337,0.000371662024129284,0.854463755319601,1.04830420562384e-06,1,0.0632971398927515,0.947944671653245,2.36731414920822e-05,TRUE,TRUE,0.624630528473268,0.0325944283402581,0.706577161526192,0.706577161526192,2.36731414920822e-05
"992","ARL4C",10123,-0.00437181737002142,-0.016467030797863,-0.0149178899223252,0.412184070021609,0.0137777763341834,1.12066500363349e-09,1,0.857526044438042,0.189797620992824,9.69367289373997e-08,TRUE,TRUE,-0.15301360795075,-0.494010923935889,-0.969662844951135,-0.969662844951135,9.69367289373997e-08
"1040","ARRDC3",57561,-0.00681429728115253,-0.0127762181231507,-0.010490569455314,0.118333431457159,0.0102797716882796,3.70197494240077e-08,1,0.629974864447132,0.173659374059244,1.59614476577731e-06,TRUE,TRUE,-0.238500404840338,-0.383286543694521,-0.68188701459541,-0.68188701459541,1.59614476577731e-06
"1044","ARSB",411,-0.00611368194325648,-0.00920718931274576,-0.008654584484409,0.105564437784831,0.0360670505531379,1.98827902528868e-07,1,0.610994170209173,0.276126692653705,6.25145514458843e-06,TRUE,TRUE,-0.213978868013977,-0.276215679382373,-0.562547991486585,-0.562547991486585,6.25145514458843e-06
"1046","ARSE",415,-0.006366746720496,-0.0037852329304603,-0.0125725254447435,0.245089730734207,0.479041931376044,2.1324076882694e-08,1,0.759909567483319,0.759105214509748,1.0450018761952e-06,TRUE,TRUE,-0.22283613521736,-0.113556987913809,-0.817214153908326,-0.817214153908326,1.0450018761952e-06
"1104","ASL",435,0.00483859392943417,0.00833551809610738,0.00834469561008658,0.183986723167524,0.0327564047251184,6.85445382690278e-08,1,0.707758315799663,0.265862844863878,2.55878735591035e-06,TRUE,TRUE,0.169350787530196,0.250065542883222,0.542405214655627,0.542405214655627,2.55878735591035e-06
"1124","ASTN1",460,-0.0125559353600309,-0.0135544298706794,-0.0138462537793194,0.0124608337026773,0.0028515854181676,4.11389600756887e-12,1,0.304619687059349,0.1189343901859,1.20108132438121e-09,TRUE,TRUE,-0.439457737601083,-0.406632896120382,-0.900006495655764,-0.900006495655764,1.20108132438121e-09
"1158","ATG4C",84938,-0.00267453716745634,-0.0100407802630573,-0.00651708716878402,0.262743321511888,0.000447787111737674,1.11996714481098e-09,1,0.7739319665085,0.0627575579664119,9.69367289373997e-08,TRUE,TRUE,-0.0936088008609718,-0.301223407891718,-0.423610665970961,-0.423610665970961,9.69367289373997e-08
"1167","ATL2",64225,-0.00495563761255646,-0.00796001886325844,-0.00823851662539512,0.243716704320713,0.0385290537945763,1.01071616324799e-06,1,0.759909567483319,0.283406015842858,2.29766476399323e-05,TRUE,TRUE,-0.173447316439476,-0.238800565897753,-0.535503580650683,-0.535503580650683,2.29766476399323e-05
"1179","ATP11A",23250,-0.00850343307443807,-0.0157208325680679,-0.0128266613107059,0.12444475214537,0.00877251159947293,5.50914347787515e-08,1,0.639464810132204,0.164507880476788,2.16122895348444e-06,TRUE,TRUE,-0.297620157605332,-0.471624977042036,-0.833732985195884,-0.833732985195884,2.16122895348444e-06
"1180","ATP11B",23200,-0.0141254384628997,-0.0153289790399179,-0.0132464531807571,0.00776607517596707,0.0255369395611675,7.82636625212674e-08,1,0.246500491756431,0.240003443193893,2.84603998389171e-06,TRUE,TRUE,-0.494390346201488,-0.459869371197538,-0.861019456749214,-0.861019456749214,2.84603998389171e-06
"1202","ATP2B4",493,-0.00296213099239236,-0.0153619635730141,-0.00993016364084028,0.480971960402244,0.00249233730441422,1.46368596831433e-07,1,0.887122923459098,0.113696199755164,4.83252829312438e-06,TRUE,TRUE,-0.103674584733733,-0.460858907190424,-0.645460636654618,-0.645460636654618,4.83252829312438e-06
"1225","ATP5S",27109,0.00768435632283538,0.00820093169751029,0.00573044359913393,0.00242776172627261,0.00496896598962812,2.41298556833839e-07,1,0.150873232359895,0.139546484462187,7.32751650224839e-06,TRUE,TRUE,0.268952471299238,0.246027950925309,0.372478833943705,0.372478833943705,7.32751650224839e-06
"1229","ATP6V0A1",535,0.00322144585936976,0.00311715820114493,0.00639124380764551,0.28685411416594,0.325919679939205,5.23527649204828e-07,1,0.78995287882512,0.652981826646064,1.3526339528191e-05,TRUE,TRUE,0.112750605077942,0.0935147460343478,0.415430847496958,0.415430847496958,1.3526339528191e-05
"1279","ATXN7L2",127002,-0.00269512881853923,-0.00456128034625694,-0.00856107176688428,0.488585928294229,0.233655455925002,8.53678770243829e-08,1,0.889836972273732,0.589570842398681,3.06619209621672e-06,TRUE,TRUE,-0.0943295086488731,-0.136838410387708,-0.556469664847478,-0.556469664847478,3.06619209621672e-06
"1292","AVEN",57099,-0.00900227872658859,0.00349072314569335,-0.00757411893732632,0.0019987854948587,0.343573691000114,1.89241896412211e-08,1,0.140859238477336,0.667390506888066,9.50254701959795e-07,TRUE,TRUE,-0.315079755430601,0.1047216943708,-0.492317730926211,-0.492317730926211,9.50254701959795e-07
"1324","B3GNT3",10331,-4.74178386379101e-05,-0.0160833530596964,-0.0210725337799096,0.995754833620582,0.0803321694750237,1.76683352321122e-08,1,0.999457464412973,0.379069163602184,9.0046824722862e-07,TRUE,TRUE,-0.00165962435232685,-0.482500591790891,-1.36971469569412,-1.36971469569412,9.0046824722862e-07
"1342","B4GALT7",11285,0.00721618070332441,0.00559239210575466,0.0070706216418087,0.0253889422098989,0.121404873276085,4.05123255908971e-07,1,0.385539578730045,0.452369348175865,1.10540774112305e-05,TRUE,TRUE,0.252566324616354,0.16777176317264,0.459590406717566,0.459590406717566,1.10540774112305e-05
"1350","BACH2",60468,-0.00486466529279181,-0.0229946809744013,-0.0170017407566796,0.356898224708507,0.000223001572988422,5.58537540186871e-13,1,0.831362456988871,0.0515840340340402,2.53662926862202e-10,TRUE,TRUE,-0.170263285247713,-0.689840429232039,-1.10511314918418,-1.10511314918418,2.53662926862202e-10
"1367","BAIAP3",8938,0.0364925653317772,0.00875287591389314,0.0222980677145895,0.000150575337714871,0.409388713591679,7.05216793001887e-08,1,0.0383913783680967,0.714428924914452,2.61570156054076e-06,TRUE,TRUE,1.2772397866122,0.262586277416794,1.44937440144832,1.44937440144832,2.61570156054076e-06
"1398","BBOX1",8424,-0.01238122746153,-0.0233970929045,-0.0258185940798916,0.189344199044953,0.0164999496498178,6.99302701283534e-11,1,0.711692698550776,0.20192183891816,1.07456009820538e-08,TRUE,TRUE,-0.433342961153551,-0.701912787135,-1.67820861519295,-1.67820861519295,1.07456009820538e-08
"1404","BBS5",129880,0.0122877679367326,0.00710211372598488,0.00886068309165639,0.000450071781608623,0.045490893282185,1.0324599016483e-09,1,0.0686426641845928,0.30491878845786,9.37794800443835e-08,TRUE,TRUE,0.430071877785642,0.213063411779546,0.575944400957665,0.575944400957665,9.37794800443835e-08
"1422","BCDIN3D",144233,0.00467951716833339,0.00769111944238456,0.00558423078470693,0.0772880416821663,0.00834809863840393,8.826856359915e-07,1,0.56011904533987,0.162485801783868,2.0663741515187e-05,TRUE,TRUE,0.163783100891669,0.230733583271537,0.36297500100595,0.36297500100595,2.0663741515187e-05
"1428","BCL11A",53335,-0.0191590250162421,-0.0278693731196346,-0.0293643135875693,0.0567184617224634,0.00382161482051218,7.2729171562e-13,1,0.510020873806316,0.130003227559911,3.16248101960126e-10,TRUE,TRUE,-0.670565875568474,-0.836081193589038,-1.90868038319201,-1.90868038319201,3.16248101960126e-10
"1493","BHLHE22",27319,-0.00475935448567283,-0.0135638750418739,-0.0104712025149024,0.313122423676293,0.00269271865004431,4.37662451751509e-08,1,0.807174358220225,0.114492458819671,1.80697121746375e-06,TRUE,TRUE,-0.166577406998549,-0.406916251256216,-0.680628163468659,-0.680628163468659,1.80697121746375e-06
"1500","BICD1",636,-0.00545683004043898,-0.0144110946926046,-0.0115006636112959,0.241291135419196,0.00526781464042531,1.04732455013139e-08,1,0.759326071566004,0.142914732017679,5.84813438006425e-07,TRUE,TRUE,-0.190989051415364,-0.432332840778139,-0.747543134734234,-0.747543134734234,5.84813438006425e-07
"1513","BIVM",54841,-0.00611821452235926,-0.0135727460542853,-0.00992256463974053,0.151642113048172,0.00663382759591282,1.44709353234036e-07,1,0.673424591796169,0.153122930374726,4.78547743049189e-06,TRUE,TRUE,-0.214137508282574,-0.40718238162856,-0.644966701583134,-0.644966701583134,4.78547743049189e-06
"1518","BLM",641,-0.00229331409622464,-0.0102614426388016,-0.0145545548856845,0.673652516601107,0.0710778474689738,2.52331928530508e-10,1,0.952375772312579,0.359434550995401,2.90632154873057e-08,TRUE,TRUE,-0.0802659933678624,-0.307843279164049,-0.946046067569489,-0.946046067569489,2.90632154873057e-08
"1551","BNIP2",663,-0.00229554234348365,-0.00655320284327647,-0.00596111260129615,0.375395974392425,0.0280612204676148,1.59152713327868e-07,1,0.838842698871928,0.247054378444859,5.16286349568515e-06,TRUE,TRUE,-0.0803439820219276,-0.196596085298294,-0.38747231908425,-0.38747231908425,5.16286349568515e-06
"1555","BOC",91653,-0.00218623804042986,-0.0165742870444057,-0.0164871745800053,0.747204559140424,0.0281764443278892,2.01827432255561e-08,1,0.968333517764924,0.247424103894518,1.00115224102109e-06,TRUE,TRUE,-0.0765183314150451,-0.497228611332172,-1.07166634770034,-1.07166634770034,1.00115224102109e-06
"1627","BTBD3",22903,-0.00764428478403421,-0.00626624250782192,-0.00809407733509968,0.05450787921415,0.0997732130677741,4.89617245785801e-07,1,0.504435931480165,0.41792686113263,1.28947263558304e-05,TRUE,TRUE,-0.267549967441197,-0.187987275234658,-0.526115026781479,-0.526115026781479,1.28947263558304e-05
"1635","BTF3L4",91408,-0.00552879895839399,-0.00319582895199293,-0.00522197561052287,0.0208925644210272,0.199998936747321,1.93305897190233e-07,1,0.365129910096573,0.554055610726882,6.10601641557463e-06,TRUE,TRUE,-0.19350796354379,-0.0958748685597878,-0.339428414683987,-0.339428414683987,6.10601641557463e-06
