Hugo_Symbol,Entrez_Gene_Id,LE60_slope,GT60_slope,AllAges_slope,LE60_pval,GT60_pval,AllAges_pval,AgeDependentp,LE60_BHadj_pval,GT60_BHadj_pval,AllAges_BHadj_pval,BHadj_and_AgeDependentp,BHadj_signifp,LE60_log2FC,GT60_log2FC,AllAges_log2FC,Best_log2FC,Best_BHadj_pval,ERbinding,ERbinding_NKI
ABCA1,19,-0.008485185184580316,-0.04459918605436909,-0.011165628994580061,0.030386108897257392,0.0011565114858252015,2.1601285287806693e-5,0,0.3724558626151537,0.7205406675590501,0.0039742170505236585,TRUE,TRUE,-0.39031851849069454,-1.2933763955767037,-0.8374221745935045,-0.8374221745935045,0.0039742170505236585,FALSE,Not ER binding
ABCB8,11194,0.003749800329622572,0.004359855471329245,0.004986523124077521,0.10324485036026887,0.5913927984893232,0.0011857698153049298,0,0.5509687170732456,0.9148400871777153,0.03818534548053606,TRUE,TRUE,0.1724908151626383,0.1264358086685481,0.3739892343058141,0.3739892343058141,0.03818534548053606,FALSE,Tier 1
ABCC12,94160,-0.009417166372448042,-0.002022856098962105,-0.005772270292563951,7.252319658249692e-4,0.626871168128774,6.584698249190328e-4,0,0.07958276496500039,0.9237492895077073,0.027654788140852073,TRUE,TRUE,-0.43318965313260993,-0.05866282686990104,-0.4329202719422963,-0.4329202719422963,0.027654788140852073,FALSE,Not ER binding
ABCC6,368,-0.009479787985110226,0.009539408545154194,-0.007752462472403571,0.008109703169506408,0.5225034439797352,0.0018076064010869037,0,0.22961318259205862,0.8911949867163558,0.04744340900359671,TRUE,TRUE,-0.4360702473150704,0.2766428478094716,-0.5814346854302678,-0.5814346854302678,0.04744340900359671,FALSE,Not ER binding
ABCG1,9619,-0.011814746328453914,0.0033769195530726644,-0.008206770247649603,0.001003528249795789,0.7967670771707654,6.6901416790718e-4,0,0.08845051317967535,0.9594764507110666,0.027680826379565638,TRUE,TRUE,-0.5434783311088801,0.09793066703910727,-0.6155077685737202,-0.6155077685737202,0.027680826379565638,FALSE,Tier 2 Only
ABHD10,55347,0.005813973973329857,0.0025945762215686843,0.005196000277364548,0.0010810668219745588,0.7039966010847143,1.7796867095579776e-5,0,0.0894874627837252,0.942156939629893,0.003732871312949376,TRUE,TRUE,0.2674428027731734,0.07524271042549184,0.3897000208023411,0.3897000208023411,0.003732871312949376,FALSE,Not ER binding
ABI2,10152,-0.005153486979787016,-0.010816045679116534,-0.006141422218797766,0.013229423731049952,0.12725269229118916,9.152571728027864e-6,0,0.2786274823799001,0.7436435853456759,0.002518881534080074,TRUE,TRUE,-0.23706040107020274,-0.31366532469437947,-0.46060666640983244,-0.46060666640983244,0.002518881534080074,FALSE,Not ER binding
ACAD8,27034,0.01089399650868792,-0.013865129733523574,0.00952588127688244,0.0018024932721269684,0.3020389092246661,6.522041889398577e-5,0,0.11737885741170465,0.8069221014964866,0.008294811664704901,TRUE,TRUE,0.5011238393996443,-0.40208876227218365,0.7144410957661831,0.7144410957661831,0.008294811664704901,FALSE,Tier 1
ACADSB,36,0.006944617352441475,-0.0018205636914405841,0.008720980450722931,0.029076167445713407,0.9005124027075444,1.290184044768006e-4,0,0.36450978182892274,0.9813419863822458,0.011705711826466953,TRUE,TRUE,0.3194523982123078,-0.05279634705177694,0.6540735338042198,0.6540735338042198,0.011705711826466953,FALSE,Tier 2 Only
ACOT11,26027,0.00681039005445838,-8.676345217420106e-5,0.009253331477796127,0.112283210319994,0.9961146574420094,0.0018939674328853104,0,0.5633483811394986,0.9989785727953727,0.04882869155600452,TRUE,TRUE,0.3132779425050855,-0.0025161401130518305,0.6939998608347095,0.6939998608347095,0.04882869155600452,FALSE,Not ER binding
ACTC1,70,0.0017785991996899229,0.025532616519410505,0.008126169314268203,0.6347046623627749,0.08884419152219367,0.0017021948239631227,0,0.9049759887962837,0.7255737035973089,0.045754031083831456,TRUE,TRUE,0.08181556318573645,0.7404458790629046,0.6094626985701151,0.6094626985701151,0.045754031083831456,FALSE,Not ER binding
ACVR1C,130399,-0.004799170428382204,-0.0019346339633538776,-0.0059308586531041825,0.09346943868392685,0.8478670522159584,0.001907384559476477,0,0.5357863072780678,0.9714870889213556,0.04882869155600452,TRUE,TRUE,-0.2207618397055814,-0.05610438493726245,-0.44481439898281366,-0.44481439898281366,0.04882869155600452,FALSE,Not ER binding
ADAMTS16,170690,0.006530080700607255,0.019282440594649,0.007600332637761491,0.04929171701770793,0.24644366480940427,0.0017976684785827525,0,0.4424542893644607,0.7840023380970312,0.04731240419998057,TRUE,TRUE,0.30038371222793375,0.559190777244821,0.5700249478321118,0.5700249478321118,0.04731240419998057,FALSE,Not ER binding
ADAMTS9,56999,-0.01472572558110622,-0.01957521248989855,-0.016766858268366804,0.03709027375505758,0.4900966803027236,5.555887735671945e-4,0,0.39664824359951534,0.8792175478446572,0.025354123535476853,TRUE,TRUE,-0.6773833767308861,-0.567681162207058,-1.2575143701275102,-1.2575143701275102,0.025354123535476853,TRUE,Not ER binding
AFG3L2,10939,0.005198946474689355,-0.011208597130171248,0.005623027940448569,0.02270732865945448,0.2910688123249751,6.216260247690033e-4,0,0.332483870965757,0.8034376636021466,0.026772302657665028,TRUE,TRUE,0.23915153783571033,-0.3250493167749662,0.4217270955336427,0.4217270955336427,0.026772302657665028,FALSE,Not ER binding
HYKK,123688,0.0045120933663641396,-0.003877356093073267,0.005049917161395528,0.02374063906878729,0.6036137332554208,1.9275336645577346e-4,0,0.33976519228671753,0.9175130165716143,0.014268266774753543,TRUE,TRUE,0.20755629485275043,-0.11244332669912475,0.3787437871046646,0.3787437871046646,0.014268266774753543,FALSE,Not ER binding
AHR,196,-0.013087001913043144,-0.0029555700347709633,-0.013483061086942201,0.009118614873345815,0.8706282339374192,6.461561065848361e-5,0,0.23849205863831935,0.9757031804000844,0.008273417716069355,TRUE,TRUE,-0.6020020879999846,-0.08571153100835793,-1.0112295815206651,-1.0112295815206651,0.008273417716069355,FALSE,Not ER binding
AIFM1,9131,0.002859149984857138,-0.003434857408174273,0.0052434062414638445,0.17362840988374456,0.7402996196627281,6.859919772638323e-4,0,0.6361404578078228,0.9487723631683159,0.027836291154495978,TRUE,TRUE,0.13152089930342836,-0.09961086483705392,0.39325546810978834,0.39325546810978834,0.027836291154495978,FALSE,Not ER binding
AIFM3,150209,-0.007497616164627246,0.006564751000192294,-0.005775349253026776,0.008176561769486666,0.48034407814604696,0.0019586077004287734,0,0.22961318259205862,0.8747908160836301,0.04948748789750034,TRUE,TRUE,-0.3448903435728533,0.1903777790055765,-0.4331511939770082,-0.4331511939770082,0.04948748789750034,FALSE,Not ER binding
