Hugo_Symbol,Entrez_Gene_Id,LE60_slope,GT60_slope,AllAges_slope,LE60_pval,GT60_pval,AllAges_pval,AgeDependentp,LE60_BHadj_pval,GT60_BHadj_pval,AllAges_BHadj_pval,BHadj_and_AgeDependentp,BHadj_signifp,LE60_log2FC,GT60_log2FC,AllAges_log2FC,Best_log2FC,Best_BHadj_pval,ERbinding,ERbinding_NKI
AADAT,51166,0.0013028452314973605,0.0099311726305604,0.006205997813437766,0.6698984681156257,0.31954912301648036,0.0015151181717655386,0,0.900260688659748,0.9847329544554171,0.0284272171831257,TRUE,TRUE,0.05993088064887858,0.28800400628625156,0.46544983600783246,0.46544983600783246,0.0284272171831257,FALSE,Not ER binding
ABCA1,19,-0.009891840675751487,-0.022081030910235406,-0.009913970254135292,0.003529331967603972,0.025608699848701066,2.554604688274475e-6,0,0.11036442373943114,0.9847329544554171,5.695265746211918e-4,TRUE,TRUE,-0.4550246710845684,-0.6403498963968268,-0.7435477690601469,-0.7435477690601469,5.695265746211918e-4,FALSE,Not ER binding
ABCC11,85320,-0.02363069620536247,-0.02064822653143261,-0.013746073875606474,5.043904625557792e-4,0.2996642735835801,0.0011036023747030012,0,0.04553881396093159,0.9847329544554171,0.02384636830173532,TRUE,TRUE,-1.0870120254466735,-0.5987985694115456,-1.0309555406704856,-1.0309555406704856,0.02384636830173532,FALSE,Not ER binding
ABCC12,94160,-0.008978752576845883,-0.006753338683635436,-0.0047367668414719484,2.4165880809314812e-4,0.19294466218156534,9.662120806197987e-4,0,0.03659075486776996,0.9847329544554171,0.02192780709909603,TRUE,TRUE,-0.4130226185349106,-0.19584682182542765,-0.3552575131103961,-0.3552575131103961,0.02192780709909603,FALSE,Not ER binding
ABCC3,8714,-0.010917983895002837,0.001498916310670347,-0.012916915176966982,0.08570269552949597,0.9481858861367973,0.001974945805565968,0,0.4527644494797738,0.9979123986724573,0.03317838919811622,TRUE,TRUE,-0.5022272591701304,0.04346857300944006,-0.9687686382725237,-0.9687686382725237,0.03317838919811622,TRUE,Tier 2 Only
ABCC6,368,-0.011555834279351102,0.009119653091663422,-0.006590596572730847,2.612520070712496e-4,0.44051833081234715,0.0016796163280014082,0,0.03808250410769369,0.9847329544554171,0.03029915900461573,TRUE,TRUE,-0.5315683768501507,0.26446993965823923,-0.4942947429548135,-0.4942947429548135,0.03029915900461573,FALSE,Not ER binding
ABCG1,9619,-0.010659084629141023,-0.002679225688649362,-0.006434684091795757,0.001039516519499675,0.7791979398713738,0.0014191673765175411,0,0.06535382113981393,0.9878857610998821,0.027405017008026104,TRUE,TRUE,-0.49031789294048705,-0.07769754497083149,-0.4826013068846818,-0.4826013068846818,0.027405017008026104,FALSE,Tier 2 Only
ABI2,10152,-0.004495440215265155,-0.00816433867385307,-0.004522185799863609,0.014822406626859191,0.11395320967845336,6.74589014880592e-5,0,0.21179588671398952,0.9847329544554171,0.004648531575268079,TRUE,TRUE,-0.20679024990219716,-0.23676582154173906,-0.3391639349897707,-0.3391639349897707,0.004648531575268079,FALSE,Not ER binding
ACAD8,27034,0.00994432652576995,-0.0045611961256369574,0.008003646320501758,6.421936396104836e-4,0.6355443032557422,1.8111590025885666e-5,0,0.05087637168804135,0.9857094884395164,0.002042944232086508,TRUE,TRUE,0.4574390201854177,-0.13227468764347178,0.6002734740376319,0.6002734740376319,0.002042944232086508,FALSE,Tier 1
ACADSB,36,0.006248509023123335,0.004931655095069137,0.007479494460831389,0.027963141710313784,0.6229003268051873,5.5695551539965433e-5,0,0.28720204573634034,0.9857094884395164,0.004171662852499387,TRUE,TRUE,0.2874314150636734,0.14301799775700497,0.5609620845623542,0.5609620845623542,0.004171662852499387,FALSE,Tier 2 Only
ACSF2,80221,0.009260666377718852,1.2577573083136305e-4,0.006759479612802719,0.006015612966973584,0.991023510899058,0.0017060772525400003,0,0.14267317362221452,0.9996457498694185,0.030697997540732526,TRUE,TRUE,0.4259906533750672,0.0036474961941095284,0.5069609709602039,0.5069609709602039,0.030697997540732526,FALSE,Not ER binding
ACTC1,70,5.53357534044521e-5,0.014551843985111852,0.007252561191425378,0.9865328153245057,0.2811795654845174,0.0013387265986954048,0,0.996896328608723,0.9847329544554171,0.026411292140556465,TRUE,TRUE,0.0025454446566047966,0.4220034755682437,0.5439420893569034,0.5439420893569034,0.026411292140556465,FALSE,Not ER binding
ACVR1C,130399,-0.004984553671892031,-0.013171546675073394,-0.0049544772619111825,0.051653589045224456,0.1575338332773758,0.0032073343187550524,0,0.37445888003328365,0.9847329544554171,0.04420289842938781,TRUE,TRUE,-0.22928946890703342,-0.3819748535771284,-0.3715857946433387,-0.3715857946433387,0.04420289842938781,FALSE,Not ER binding
ACVR1,90,-0.0031403591050506267,-0.006178149639183535,-0.006474002013836517,0.27952281031307286,0.462290381401516,3.357646800603802e-4,0,0.6887463046282911,0.9847329544554171,0.011505860193750824,TRUE,TRUE,-0.14445651883232882,-0.17916633953632252,-0.4855501510377388,-0.4855501510377388,0.011505860193750824,FALSE,Tier 1
ADAM33,80332,0.00632993544239947,0.02020374321399276,0.007991251037739266,0.11392075933537332,0.1227494293375654,0.001741070486886545,0,0.4995142661079231,0.9847329544554171,0.03106712403625238,TRUE,TRUE,0.2911770303503756,0.58590855320579,0.5993438278304449,0.5993438278304449,0.03106712403625238,TRUE,Not ER binding
