"Breast_MB","Breast_TCGA and Breast_MB","Breast_TCGA","Lung","Thyroid","Lung and Breast_TCGA and Breast_MB","Lung and Breast_MB","Lung and Breast_TCGA","Thyroid and Breast_TCGA","Thyroid and Breast_MB","Thyroid and Breast_TCGA and Breast_MB","Prostate","Kidney","Thyroid and Lung","Kidney and Breast_TCGA and Breast_MB","Prostate and Breast_MB","Thyroid and Lung and Breast_MB","Prostate and Breast_TCGA and Breast_MB","Kidney and Thyroid and Breast_TCGA and Breast_MB","Kidney and Thyroid and Breast_TCGA","Lung and Thyroid and Breast_TCGA and Breast_MB","Prostate and Lung","Prostate and Breast_TCGA","Lung and Thyroid and Breast_TCGA","Kidney and Breast_MB","Lung and Prostate and Breast_TCGA and Breast_MB"
"DUSP11","FAM107A","GABRD","TIMM17B","","","","","","","","","","","","","","","","","","","","","",""
"DUSP22","FAM110B","GALNS","TIMM44","","","","","","","","","","","","","","","","","","","","","",""
"DUSP28","FAM120AOS","GALNT13","TLR1","","","","","","","","","","","","","","","","","","","","","",""
"DUSP3","FAM127B","GALNT3","TLR2","","","","","","","","","","","","","","","","","","","","","",""
"DYNC2LI1","FAM127C","GALNT7","TLR3","","","","","","","","","","","","","","","","","","","","","",""
"DYNLRB1","FAM171A1","GAREM1","TLR4","","","","","","","","","","","","","","","","","","","","","",""
"DYRK4","FAM174A","GATA3-AS1","TLR5","","","","","","","","","","","","","","","","","","","","","",""
"E2F5","FAM174B","GATS","TLR7","","","","","","","","","","","","","","","","","","","","","",""
"EAF2","FAM196A","GCLC","TM4SF4","","","","","","","","","","","","","","","","","","","","","",""
"EARS2","FAM20A","GCM1","TM6SF1","","","","","","","","","","","","","","","","","","","","","",""
"ECM1","FAM222A","GEN1","TMEM120B","","","","","","","","","","","","","","","","","","","","","",""
"ECM2","FAM234B","GFAP","TMEM132E","","","","","","","","","","","","","","","","","","","","","",""
"ECT2","FAM3B","GFER","TMEM173","","","","","","","","","","","","","","","","","","","","","",""
"EEF1B2","FAM3D","GFI1","TMEM19","","","","","","","","","","","","","","","","","","","","","",""
"EEF1DP3","FAM46B","GFRA3","TMEM198","","","","","","","","","","","","","","","","","","","","","",""
"EFCAB6","FANCE","GIN1","TMEM201","","","","","","","","","","","","","","","","","","","","","",""
"EFEMP1","FAP","GINS1","TMEM208","","","","","","","","","","","","","","","","","","","","","",""
"EFS","FASN","GINS2","TMEM249","","","","","","","","","","","","","","","","","","","","","",""
"EGFL6","FAT1","GIPR","TMEM37","","","","","","","","","","","","","","","","","","","","","",""
"EGFLAM","FAT2","GJB1","TMEM52","","","","","","","","","","","","","","","","","","","","","",""
"EGLN1","FBL","GJB3","TMUB1","","","","","","","","","","","","","","","","","","","","","",""
"EHD1","FBLN2","GJB5","TNFSF8","","","","","","","","","","","","","","","","","","","","","",""
"EI24","FBLN5","GJC1","TOP1MT","","","","","","","","","","","","","","","","","","","","","",""
"EIF2AK4","FBN2","GK","TOR1AIP1","","","","","","","","","","","","","","","","","","","","","",""
"EIF3B","FBP1","GLB1L","TPK1","","","","","","","","","","","","","","","","","","","","","",""
"EIF3K","FBXL16","GLI1","TPP1","","","","","","","","","","","","","","","","","","","","","",""
"EIF3L","FBXL2","GLI2","TRAF2","","","","","","","","","","","","","","","","","","","","","",""
"EIF3M","FBXO32","GLIS1","TRAF6","","","","","","","","","","","","","","","","","","","","","",""
"EIF4E2","FBXO9","GLIS3","TRAIP","","","","","","","","","","","","","","","","","","","","","",""
"ELF2","FBXW4","GLP1R","TRPT1","","","","","","","","","","","","","","","","","","","","","",""
"ELMO3","FCRL3","GLRA3","TSEN34","","","","","","","","","","","","","","","","","","","","","",""
"ELOVL2","FDCSP","GLS","TSEN54","","","","","","","","","","","","","","","","","","","","","",""
"ELOVL5","FER1L5","GLUD2","TUBB4B","","","","","","","","","","","","","","","","","","","","","",""
"ELP2","FERMT1","GLUL","TUBB8","","","","","","","","","","","","","","","","","","","","","",""
"EML4","FERMT2","GLYATL1","TXNIP","","","","","","","","","","","","","","","","","","","","","",""
"EMP1","FGD3","GLYCTK","U2AF2","","","","","","","","","","","","","","","","","","","","","",""
"EMP3","FGF10","GMPPB","UBE2M","","","","","","","","","","","","","","","","","","","","","",""
"ENO1","FGF9","GNAI1","UBE2S","","","","","","","","","","","","","","","","","","","","","",""
"ENO3","FHL3","GNAL","UBE2V2","","","","","","","","","","","","","","","","","","","","","",""
"ENY2","FHOD3","GNAS","USP35","","","","","","","","","","","","","","","","","","","","","",""
"EP300","FICD","GNB4","USP53","","","","","","","","","","","","","","","","","","","","","",""
"EPB41L4A-AS2","FILIP1L","GNG13","UTRN","","","","","","","","","","","","","","","","","","","","","",""
"EPCAM","FKBP5","GNMT","VILL","","","","","","","","","","","","","","","","","","","","","",""
"EPHB3","FLNB","GNPTAB","VPS72","","","","","","","","","","","","","","","","","","","","","",""
"EPM2AIP1","FLRT2","GPC6","WDFY1","","","","","","","","","","","","","","","","","","","","","",""
"EPN2","FLYWCH2","GPR108","WDR11","","","","","","","","","","","","","","","","","","","","","",""
"EPS8L1","FMNL2","GPR137B","WDR34","","","","","","","","","","","","","","","","","","","","","",""
"ERBB3","FMO1","GPR143","WDR7","","","","","","","","","","","","","","","","","","","","","",""
"ERGIC2","FNIP1","GPR153","WNK2","","","","","","","","","","","","","","","","","","","","","",""
"ERICH3","FOLR1","GPR155","WRAP53","","","","","","","","","","","","","","","","","","","","","",""
"ERLEC1","FOXA1","GPR161","WRAP73","","","","","","","","","","","","","","","","","","","","","",""
"ERLIN2","FOXC1","GPR171","YDJC","","","","","","","","","","","","","","","","","","","","","",""
"ERN1","FOXD2","GPR173","YIF1A","","","","","","","","","","","","","","","","","","","","","",""
"ESPN","FOXF2","GPR26","YKT6","","","","","","","","","","","","","","","","","","","","","",""
"ESRRG","FOXM1","GPR3","ZBTB38","","","","","","","","","","","","","","","","","","","","","",""
"ETFA","FOXQ1","GPR37L1","ZC3H3","","","","","","","","","","","","","","","","","","","","","",""
"ETFB","FRAS1","GPR39","ZC3HC1","","","","","","","","","","","","","","","","","","","","","",""
"ETV4","FREM1","GPR55","ZDHHC3","","","","","","","","","","","","","","","","","","","","","",""
"EVA1B","FSCN1","GPR63","ZEB2","","","","","","","","","","","","","","","","","","","","","",""
"EVI2A","FSCN2","GPRASP1","ZFPL1","","","","","","","","","","","","","","","","","","","","","",""
"EXOG","FSTL1","GPRC5B","ZMAT3","","","","","","","","","","","","","","","","","","","","","",""
"EXOSC8","FUCA1","GREB1","ZMYND19","","","","","","","","","","","","","","","","","","","","","",""
"EYA2","FUT4","GREM2","ZNF136","","","","","","","","","","","","","","","","","","","","","",""
"F12","FXYD6","GRIA1","ZNF189","","","","","","","","","","","","","","","","","","","","","",""
"FAAH","FYN","GRIA4","ZNF202","","","","","","","","","","","","","","","","","","","","","",""
"FAHD1","FZD9","GRID1","ZNF341","","","","","","","","","","","","","","","","","","","","","",""
"FAM102A","G6PC3","GRIK3","ZNF358","","","","","","","","","","","","","","","","","","","","","",""
"FAM127A","GABBR2","GSG2","ZNF430","","","","","","","","","","","","","","","","","","","","","",""
"FAM129A","GABRP","GSTM5","ZNF442","","","","","","","","","","","","","","","","","","","","","",""
"FAM134A","GAD1","GTDC1","ZNF490","","","","","","","","","","","","","","","","","","","","","",""
"FAM150B","GADD45A","GTF2H5","ZNF513","","","","","","","","","","","","","","","","","","","","","",""
"FAM173A","GAMT","GUCY1B3","ZNF564","","","","","","","","","","","","","","","","","","","","","",""
"FAM183A","GARNL3","GVINP1","ZNF598","","","","","","","","","","","","","","","","","","","","","",""
"FAM189A2","GAS1","GXYLT2","ZNF654","","","","","","","","","","","","","","","","","","","","","",""
"FAM198B","GATA2","HACD4","ZNF746","","","","","","","","","","","","","","","","","","","","","",""
"FAM19A3","GATA3","HAND2","ZNF768","","","","","","","","","","","","","","","","","","","","","",""
"FAM20C","GATM","HAP1","ZNF790","","","","","","","","","","","","","","","","","","","","","",""
"FAM214A","GCNT2","HAPLN1","ZNHIT1","","","","","","","","","","","","","","","","","","","","","",""
"FAM234A","GDAP1","HAPLN4","","","","","","","","","","","","","","","","","","","","","","",""
"FAM43A","GDE1","HAS2","","","","","","","","","","","","","","","","","","","","","","",""
"FAM50B","GDF15","HDAC10","","","","","","","","","","","","","","","","","","","","","","",""
"FAM57A","GEM","HDGFRP3","","","","","","","","","","","","","","","","","","","","","","",""
"FAM63A","GFPT2","HELZ","","","","","","","","","","","","","","","","","","","","","","",""
"FAM65B","GGH","HES2","","","","","","","","","","","","","","","","","","","","","","",""
"FAM83E","GHDC","HEXB","","","","","","","","","","","","","","","","","","","","","","",""
"FAM84B","GINS3","HEXIM1","","","","","","","","","","","","","","","","","","","","","","",""
"FAM89A","GLDN","HEYL","","","","","","","","","","","","","","","","","","","","","","",""
"FAM98A","GLIPR1","HHIPL2","","","","","","","","","","","","","","","","","","","","","","",""
"FAR1","GLIPR2","HIC1","","","","","","","","","","","","","","","","","","","","","","",""
"FAR2","GLRX","HILS1","","","","","","","","","","","","","","","","","","","","","","",""
"FBLN1","GLT8D2","HINT3","","","","","","","","","","","","","","","","","","","","","","",""
"FBN3","GLUD1","HIST1H2AG","","","","","","","","","","","","","","","","","","","","","","",""
"FBXL19-AS1","GMNN","HIST1H2BO","","","","","","","","","","","","","","","","","","","","","","",""
"FBXL5","GNA13","HIST1H3G","","","","","","","","","","","","","","","","","","","","","","",""
"FBXL7","GNL2","HIST1H3H","","","","","","","","","","","","","","","","","","","","","","",""
"FBXO2","GNPTG","HIVEP2","","","","","","","","","","","","","","","","","","","","","","",""
"FCAR","GOLM1","HMCN1","","","","","","","","","","","","","","","","","","","","","","",""
"FCER1A","GOLT1A","HMGB1","","","","","","","","","","","","","","","","","","","","","","",""
"FCGBP","GP2","HMGCLL1","","","","","","","","","","","","","","","","","","","","","","",""
"FCN1","GPATCH2","HNRNPA1L2","","","","","","","","","","","","","","","","","","","","","","",""
"FCN3","GPC4","HNRNPA1P33","","","","","","","","","","","","","","","","","","","","","","",""
"FCRLA","GPD1L","HNRNPD","","","","","","","","","","","","","","","","","","","","","","",""
"FERMT3","GPM6B","HNRNPUL1","","","","","","","","","","","","","","","","","","","","","","",""
"FGB","GPR12","HOMER1","","","","","","","","","","","","","","","","","","","","","","",""
"FGD5","GPR160","HOMER2","","","","","","","","","","","","","","","","","","","","","","",""
"FGFBP1","GPR183","HOXA3","","","","","","","","","","","","","","","","","","","","","","",""
"FGFR3","GPR37","HPSE2","","","","","","","","","","","","","","","","","","","","","","",""
"FGFR4","GPRC5A","HR","","","","","","","","","","","","","","","","","","","","","","",""
"FKBP11","GPX7","HRASLS2","","","","","","","","","","","","","","","","","","","","","","",""
"FKBP1A","GRAMD3","HS2ST1","","","","","","","","","","","","","","","","","","","","","","",""
"FKBP4","GRM4","HSD17B12","","","","","","","","","","","","","","","","","","","","","","",""
"FLNC","GSAP","HTR3A","","","","","","","","","","","","","","","","","","","","","","",""
"FLOT1","GSN","HTR7P1","","","","","","","","","","","","","","","","","","","","","","",""
"FLVCR2","GSPT2","ICAM5","","","","","","","","","","","","","","","","","","","","","","",""
"FNBP1","GSTA1","ID4","","","","","","","","","","","","","","","","","","","","","","",""
"FOXK1","GTPBP4","IGLON5","","","","","","","","","","","","","","","","","","","","","","",""
"FPR3","GTSE1","IGSF10","","","","","","","","","","","","","","","","","","","","","","",""
"FRMD3","GUCY1A3","IGSF9B","","","","","","","","","","","","","","","","","","","","","","",""
"FSIP1","GULP1","IL11","","","","","","","","","","","","","","","","","","","","","","",""
"FSTL3","GYPC","IL12A","","","","","","","","","","","","","","","","","","","","","","",""
"FTH1","H1F0","IL12RB2","","","","","","","","","","","","","","","","","","","","","","",""
"FUT3","H2AFY2","IL22RA1","","","","","","","","","","","","","","","","","","","","","","",""
"FXYD3","H2AFZ","IL22RA2","","","","","","","","","","","","","","","","","","","","","","",""
"FYCO1","HACD1","IL24","","","","","","","","","","","","","","","","","","","","","","",""
"FZD4","HAGH","IL2RG","","","","","","","","","","","","","","","","","","","","","","",""
"GABARAPL1","HAPLN3","ILVBL","","","","","","","","","","","","","","","","","","","","","","",""
"GADD45G","HCAR1","INCENP","","","","","","","","","","","","","","","","","","","","","","",""
"GAK","HDGF","INPP5F","","","","","","","","","","","","","","","","","","","","","","",""
"GALNT5","HEATR1","IPCEF1","","","","","","","","","","","","","","","","","","","","","","",""
"GALNT6","HEBP1","IPO5","","","","","","","","","","","","","","","","","","","","","","",""
"GAPDH","HEMK1","IQCD","","","","","","","","","","","","","","","","","","","","","","",""
"GARS","HEPH","IQCH","","","","","","","","","","","","","","","","","","","","","","",""
"GART","HERC5","IQGAP3","","","","","","","","","","","","","","","","","","","","","","",""
"GATAD1","HERC6","IRF4","","","","","","","","","","","","","","","","","","","","","","",""
"GBP2","HEXIM2","IRS2","","","","","","","","","","","","","","","","","","","","","","",""
"GBP4","HEY2","IRX1","","","","","","","","","","","","","","","","","","","","","","",""
"GBP5","HHAT","ISYNA1","","","","","","","","","","","","","","","","","","","","","","",""
"GCNT1","HIGD1A","ITGA10","","","","","","","","","","","","","","","","","","","","","","",""
"GDF9","HINT2","ITGA9","","","","","","","","","","","","","","","","","","","","","","",""
"GDI1","HIVEP1","ITGAD","","","","","","","","","","","","","","","","","","","","","","",""
"GDI2","HJURP","ITPRIPL1","","","","","","","","","","","","","","","","","","","","","","",""
"GDPD3","HMGB1P1","IVNS1ABP","","","","","","","","","","","","","","","","","","","","","","",""
"GFRA1","HMGCS2","IYD","","","","","","","","","","","","","","","","","","","","","","",""
"GGA2","HMMR","JAK3","","","","","","","","","","","","","","","","","","","","","","",""
"GIMAP5","HN1","JPH2","","","","","","","","","","","","","","","","","","","","","","",""
"GIMAP7","HOGA1","JRKL","","","","","","","","","","","","","","","","","","","","","","",""
"GJB2","HOOK2","KCNA1","","","","","","","","","","","","","","","","","","","","","","",""
"GLA","HOPX","KCNA6","","","","","","","","","","","","","","","","","","","","","","",""
"GLCE","HOXA4","KCNC3","","","","","","","","","","","","","","","","","","","","","","",""
"GLDC","HOXA5","KCND1","","","","","","","","","","","","","","","","","","","","","","",""
"GLG1","HOXB2","KCND3","","","","","","","","","","","","","","","","","","","","","","",""
"GLI3","HOXB5","KCNE1","","","","","","","","","","","","","","","","","","","","","","",""
"GLMP","HPGD","KCNE5","","","","","","","","","","","","","","","","","","","","","","",""
"GLRB","HPN","KCNH8","","","","","","","","","","","","","","","","","","","","","","",""
"GLRX3","HRCT1","KCNJ16","","","","","","","","","","","","","","","","","","","","","","",""
"GLS2","HSD17B8","KCNK17","","","","","","","","","","","","","","","","","","","","","","",""
"GLYATL2","HSDL2","KCNN3","","","","","","","","","","","","","","","","","","","","","","",""
"GLYR1","HSPA12A","KCNQ3","","","","","","","","","","","","","","","","","","","","","","",""
"GMDS","HSPB2","KCNQ4","","","","","","","","","","","","","","","","","","","","","","",""
"GMFG","HSPH1","KCTD1","","","","","","","","","","","","","","","","","","","","","","",""
"GNG11","HTATIP2","KDM1A","","","","","","","","","","","","","","","","","","","","","","",""
"GNG12","ICA1","KDM4A","","","","","","","","","","","","","","","","","","","","","","",""
"GNL3L","ICAM2","KIAA0101","","","","","","","","","","","","","","","","","","","","","","",""
"GNLY","IFI16","KIAA0754","","","","","","","","","","","","","","","","","","","","","","",""
"GOLGA2P10","IFNAR2","KIAA1024","","","","","","","","","","","","","","","","","","","","","","",""
"GOLGA8B","IFT140","KIAA1257","","","","","","","","","","","","","","","","","","","","","","",""
"GOLPH3L","IFT46","KIAA1456","","","","","","","","","","","","","","","","","","","","","","",""
"GPN1","IGDCC4","KIAA1549L","","","","","","","","","","","","","","","","","","","","","","",""
"GPNMB","IGF2BP2","KIAA1755","","","","","","","","","","","","","","","","","","","","","","",""
"GPR162","IGFBP3","KIAA1804","","","","","","","","","","","","","","","","","","","","","","",""
"GPR18","IGSF1","KIAA2022","","","","","","","","","","","","","","","","","","","","","","",""
"GPRC5C","IGSF21","KIF15","","","","","","","","","","","","","","","","","","","","","","",""
"GPRIN2","IGSF3","KIF20B","","","","","","","","","","","","","","","","","","","","","","",""
"GPS2","IKBKB","KIF3A","","","","","","","","","","","","","","","","","","","","","","",""
"GPSM1","IL13RA1","KIF3C","","","","","","","","","","","","","","","","","","","","","","",""
"GPT2","IL17B","KIF9","","","","","","","","","","","","","","","","","","","","","","",""
"GPX2","IL17RC","KIRREL","","","","","","","","","","","","","","","","","","","","","","",""
"GPX4","IL18R1","KLF7","","","","","","","","","","","","","","","","","","","","","","",""
"GPX8","IL27RA","KLHDC7B","","","","","","","","","","","","","","","","","","","","","","",""
"GRAMD2","IL32","KLHDC8A","","","","","","","","","","","","","","","","","","","","","","",""
"GRB7","IL33","KLHL2","","","","","","","","","","","","","","","","","","","","","","",""
"GREM1","IL34","KLHL41","","","","","","","","","","","","","","","","","","","","","","",""
"GRIA2","IL7R","KLK1","","","","","","","","","","","","","","","","","","","","","","",""
"GRPR","INPP5J","KLRC1","","","","","","","","","","","","","","","","","","","","","","",""
"GRTP1","IQCK","KLRC2","","","","","","","","","","","","","","","","","","","","","","",""
"GSDMB","IQSEC2","KLRK1","","","","","","","","","","","","","","","","","","","","","","",""
"GSDMC","ISLR","KSR1","","","","","","","","","","","","","","","","","","","","","","",""
"GSE1","ISM1","L1TD1","","","","","","","","","","","","","","","","","","","","","","",""
"GSTM1","ITGA1","L3MBTL4","","","","","","","","","","","","","","","","","","","","","","",""
"GSTM2","ITGB1","LACRT","","","","","","","","","","","","","","","","","","","","","","",""
"GSTM3","ITK","LATS2","","","","","","","","","","","","","","","","","","","","","","",""
"GSTO2","ITM2C","LCK","","","","","","","","","","","","","","","","","","","","","","",""
"GSTP1","ITPKA","LDAH","","","","","","","","","","","","","","","","","","","","","","",""
"GSTT2","ITPR1","LILRA2","","","","","","","","","","","","","","","","","","","","","","",""
"GTF2E2","ITPRIP","LIMD1","","","","","","","","","","","","","","","","","","","","","","",""
"GTF2F1","ITPRIPL2","LIMD2","","","","","","","","","","","","","","","","","","","","","","",""
"GTF2IP1","JADE3","LINC00472","","","","","","","","","","","","","","","","","","","","","","",""
"GTF2IRD2P1","JAK1","LINC00482","","","","","","","","","","","","","","","","","","","","","","",""
"GTF3C1","JAM2","LINGO4","","","","","","","","","","","","","","","","","","","","","","",""
"GUSBP1","JAM3","LIPH","","","","","","","","","","","","","","","","","","","","","","",""
"GUSBP2","JAML","LMAN2","","","","","","","","","","","","","","","","","","","","","","",""
"GZMA","JCHAIN","LMBRD1","","","","","","","","","","","","","","","","","","","","","","",""
"GZMB","JMJD8","LMF1","","","","","","","","","","","","","","","","","","","","","","",""
"H1FX","JOSD1","LMNB1","","","","","","","","","","","","","","","","","","","","","","",""
"HACD2","KANK4","LMOD1","","","","","","","","","","","","","","","","","","","","","","",""
"HACD3","KARS","LOXL2","","","","","","","","","","","","","","","","","","","","","","",""
"HAGHL","KCNAB1","LPAR3","","","","","","","","","","","","","","","","","","","","","","",""
"HAMP","KCNE4","LPCAT2","","","","","","","","","","","","","","","","","","","","","","",""
"HAS3","KCNG1","LRCH1","","","","","","","","","","","","","","","","","","","","","","",""
"HCFC1R1","KCNK5","LRCH2","","","","","","","","","","","","","","","","","","","","","","",""
"HCLS1","KCNMB1","LRP10","","","","","","","","","","","","","","","","","","","","","","",""
"HCST","KCNN4","LRP12","","","","","","","","","","","","","","","","","","","","","","",""
"HDAC11","KCNS3","LRPAP1","","","","","","","","","","","","","","","","","","","","","","",""
"HDAC2","KCTD6","LRRC24","","","","","","","","","","","","","","","","","","","","","","",""
"HDC","KDELC1","LRRC29","","","","","","","","","","","","","","","","","","","","","","",""
"HEBP2","KDM2B","LRRC40","","","","","","","","","","","","","","","","","","","","","","",""
"HID1","KHDRBS3","LRRC55","","","","","","","","","","","","","","","","","","","","","","",""
"HIF1A","KIAA0141","LRRC59","","","","","","","","","","","","","","","","","","","","","","",""
"HIRIP3","KIAA0226L","LRRK1","","","","","","","","","","","","","","","","","","","","","","",""
"HIST1H2BK","KIAA0556","LRRTM2","","","","","","","","","","","","","","","","","","","","","","",""
"HLA-A","KIAA0922","LSAMP","","","","","","","","","","","","","","","","","","","","","","",""
"HLA-DQA1","KIAA1211L","LSM6","","","","","","","","","","","","","","","","","","","","","","",""
"HLA-F","KIAA1524","LTBP1","","","","","","","","","","","","","","","","","","","","","","",""
"HLA-G","KIF11","LY6G6C","","","","","","","","","","","","","","","","","","","","","","",""
"HLA-H","KIF13B","LY9","","","","","","","","","","","","","","","","","","","","","","",""
"HLCS","KIF14","LYPD1","","","","","","","","","","","","","","","","","","","","","","",""
"HMG20B","KIF1B","MAB21L1","","","","","","","","","","","","","","","","","","","","","","",""
"HMGCL","KIF23","MAGEC2","","","","","","","","","","","","","","","","","","","","","","",""
"HMP19","KIF4A","MAGED4B","","","","","","","","","","","","","","","","","","","","","","",""
"HN1L","KIT","MAGEL2","","","","","","","","","","","","","","","","","","","","","","",""
"HNRNPAB","KLF12","MAGI2","","","","","","","","","","","","","","","","","","","","","","",""
"HNRNPLL","KLHDC9","MAML2","","","","","","","","","","","","","","","","","","","","","","",""
"HNRNPUL2","KLHL13","MAP10","","","","","","","","","","","","","","","","","","","","","","",""
"HOMER3","KLHL29","MAP2K6","","","","","","","","","","","","","","","","","","","","","","",""
"HOOK1","KLK10","MAP3K9","","","","","","","","","","","","","","","","","","","","","","",""
"HORMAD1","KLK5","MAP4K5","","","","","","","","","","","","","","","","","","","","","","",""
"HOXA9","KLK6","MAP7D3","","","","","","","","","","","","","","","","","","","","","","",""
"HOXB3","KLK7","MAPK4","","","","","","","","","","","","","","","","","","","","","","",""
"HOXB6","KLK8","MAPK8","","","","","","","","","","","","","","","","","","","","","","",""
"HOXC4","KLRC3","MARK1","","","","","","","","","","","","","","","","","","","","","","",""
"HOXC6","KLRD1","MATN4","","","","","","","","","","","","","","","","","","","","","","",""
"HOXC8","KLRG2","MB21D1","","","","","","","","","","","","","","","","","","","","","","",""
"HOXC9","KPNA2","MBIP","","","","","","","","","","","","","","","","","","","","","","",""
"HPRT1","KRT14","MBNL3","","","","","","","","","","","","","","","","","","","","","","",""
"HPX","KRT16","MBTD1","","","","","","","","","","","","","","","","","","","","","","",""
"HRK","KRT17","MCC","","","","","","","","","","","","","","","","","","","","","","",""
"HS3ST3A1","KRT5","MCEE","","","","","","","","","","","","","","","","","","","","","","",""
"HSD17B14","KRT6B","MCM3","","","","","","","","","","","","","","","","","","","","","","",""
"HSD17B4","KRT7","MCTP2","","","","","","","","","","","","","","","","","","","","","","",""
"HSH2D","KRT80","MDFIC","","","","","","","","","","","","","","","","","","","","","","",""
"HSPA14","KRT81","MET","","","","","","","","","","","","","","","","","","","","","","",""
"HSPA1A","L3MBTL3","METTL20","","","","","","","","","","","","","","","","","","","","","","",""
"HSPA1B","LAD1","MFAP3L","","","","","","","","","","","","","","","","","","","","","","",""
"HSPA2","LAMA1","MFI2","","","","","","","","","","","","","","","","","","","","","","",""
"HSPA5","LAMA4","MFSD2B","","","","","","","","","","","","","","","","","","","","","","",""
"HSPA8","LAMB1","MGAT4A","","","","","","","","","","","","","","","","","","","","","","",""
"HSPA9","LAMB3","MGP","","","","","","","","","","","","","","","","","","","","","","",""
"HSPB1","LAMC1","MICAL3","","","","","","","","","","","","","","","","","","","","","","",""
"HSPB8","LAMC2","MICB","","","","","","","","","","","","","","","","","","","","","","",""
"HSPD1","LAMC3","MICU3","","","","","","","","","","","","","","","","","","","","","","",""
"HTRA1","LARP6","MIEF2","","","","","","","","","","","","","","","","","","","","","","",""
"HYOU1","LBH","MIPOL1","","","","","","","","","","","","","","","","","","","","","","",""
"IARS","LBR","MIR4697HG","","","","","","","","","","","","","","","","","","","","","","",""
"ICOS","LDB2","MIR924HG","","","","","","","","","","","","","","","","","","","","","","",""
"ID2","LDHB","MIRLET7BHG","","","","","","","","","","","","","","","","","","","","","","",""
"ID3","LDHD","MIS18BP1","","","","","","","","","","","","","","","","","","","","","","",""
"IDH2","LDOC1","MKI67","","","","","","","","","","","","","","","","","","","","","","",""
"IDNK","LEFTY2","MLEC","","","","","","","","","","","","","","","","","","","","","","",""
"IDO1","LEMD1","MMP14","","","","","","","","","","","","","","","","","","","","","","",""
"IDUA","LEPR","MMP16","","","","","","","","","","","","","","","","","","","","","","",""
"IER3","LGALS7","MMP19","","","","","","","","","","","","","","","","","","","","","","",""
"IFI27","LGALS7B","MMP25","","","","","","","","","","","","","","","","","","","","","","",""
"IFI27L2","LGALS8","MMS22L","","","","","","","","","","","","","","","","","","","","","","",""
"IFI30","LGR6","MND1","","","","","","","","","","","","","","","","","","","","","","",""
"IFI35","LHFP","MORN1","","","","","","","","","","","","","","","","","","","","","","",""
"IFI44L","LIMA1","MPC1","","","","","","","","","","","","","","","","","","","","","","",""
"IFIH1","LIMCH1","MPG","","","","","","","","","","","","","","","","","","","","","","",""
"IFIT2","LINC00467","MPPED1","","","","","","","","","","","","","","","","","","","","","","",""
"IFITM3","LINC00938","MRGPRX3","","","","","","","","","","","","","","","","","","","","","","",""
"IFNGR1","LINC01124","MRPL54","","","","","","","","","","","","","","","","","","","","","","",""
"IFT122","LIX1L","MRPS28","","","","","","","","","","","","","","","","","","","","","","",""
"IFT43","LMNTD2","MRVI1","","","","","","","","","","","","","","","","","","","","","","",""
"IFT88","LOC401052","MSC","","","","","","","","","","","","","","","","","","","","","","",""
"IGDCC3","LOX","MSH2","","","","","","","","","","","","","","","","","","","","","","",""
"IGF1R","LOXL4","MSH6","","","","","","","","","","","","","","","","","","","","","","",""
"IGF2BP3","LPIN1","MSMB","","","","","","","","","","","","","","","","","","","","","","",""
"IGFALS","LRFN5","MTA2","","","","","","","","","","","","","","","","","","","","","","",""
"IGFBP2","LRIG1","MTMR7","","","","","","","","","","","","","","","","","","","","","","",""
"IGFBP5","LRIG3","MTPAP","","","","","","","","","","","","","","","","","","","","","","",""
"IGFBP6","LRP2","MTSS1L","","","","","","","","","","","","","","","","","","","","","","",""
"IGFBP7","LRP8","MUC15","","","","","","","","","","","","","","","","","","","","","","",""
"IGFLR1","LRRC26","MUC5B","","","","","","","","","","","","","","","","","","","","","","",""
"IGLL1","LRRC28","MUM1L1","","","","","","","","","","","","","","","","","","","","","","",""
"IGLL3P","LRRC46","MUTYH","","","","","","","","","","","","","","","","","","","","","","",""
"IL10RA","LRRC56","MYH14","","","","","","","","","","","","","","","","","","","","","","",""
"IL17RB","LRRC6","MYL9","","","","","","","","","","","","","","","","","","","","","","",""
"IL18BP","LRRC8D","MYLK4","","","","","","","","","","","","","","","","","","","","","","",""
"IL18RAP","LRRC8E","MYO15A","","","","","","","","","","","","","","","","","","","","","","",""
"IL1R2","LRTOMT","MYO18B","","","","","","","","","","","","","","","","","","","","","","",""
"IL21R","LTB","MYO1E","","","","","","","","","","","","","","","","","","","","","","",""
"IL2RB","LUZP1","MYO3A","","","","","","","","","","","","","","","","","","","","","","",""
"IL4R","LYRM9","MYRF","","","","","","","","","","","","","","","","","","","","","","",""
"IL6","LZTFL1","NACAD","","","","","","","","","","","","","","","","","","","","","","",""
"IL6ST","LZTS1","NALCN","","","","","","","","","","","","","","","","","","","","","","",""
"ILDR1","MAD2L1","NAP1L5","","","","","","","","","","","","","","","","","","","","","","",""
"ILF2","MAGED2","NARFL","","","","","","","","","","","","","","","","","","","","","","",""
"IMPA2","MAGOH","NASP","","","","","","","","","","","","","","","","","","","","","","",""
"INADL","MAL","NAT2","","","","","","","","","","","","","","","","","","","","","","",""
"INPP4B","MAMDC2","NBPF14","","","","","","","","","","","","","","","","","","","","","","",""
"INSIG1","MAMLD1","NBR1","","","","","","","","","","","","","","","","","","","","","","",""
"INSM1","MANBA","NBR2","","","","","","","","","","","","","","","","","","","","","","",""
