"Breast_MB","Breast_TCGA and Breast_MB","Breast_TCGA","Lung","Thyroid","Lung and Breast_TCGA and Breast_MB","Lung and Breast_MB","Lung and Breast_TCGA","Thyroid and Breast_TCGA","Thyroid and Breast_MB","Thyroid and Breast_TCGA and Breast_MB","Prostate","Kidney","Thyroid and Lung","Kidney and Breast_TCGA and Breast_MB","Prostate and Breast_MB","Thyroid and Lung and Breast_MB","Prostate and Breast_TCGA and Breast_MB","Kidney and Thyroid and Breast_TCGA and Breast_MB","Kidney and Thyroid and Breast_TCGA","Lung and Thyroid and Breast_TCGA and Breast_MB","Prostate and Lung","Prostate and Breast_TCGA","Lung and Thyroid and Breast_TCGA","Kidney and Breast_MB","Lung and Prostate and Breast_TCGA and Breast_MB"
"C11ORF96","CAPN9","CBR1","FGFR2","TNFRSF1A","","","","","","","","","","","","","","","","","","","","",""
"C12ORF75","CARD10","CCDC102B","FHL1","TOMM40L","","","","","","","","","","","","","","","","","","","","",""
"C14ORF159","CARTPT","CCDC125","FLI1","TRA2A","","","","","","","","","","","","","","","","","","","","",""
"C14ORF2","CASC1","CCDC127","FMO3","TRAP1","","","","","","","","","","","","","","","","","","","","",""
"C14ORF79","CASK","CCDC129","FMO4","TRIM21","","","","","","","","","","","","","","","","","","","","",""
"C15ORF52","CASP2","CCDC153","FOLR2","TSSK6","","","","","","","","","","","","","","","","","","","","",""
"C15ORF59","CAV2","CCDC157","FRMD4B","UNC119","","","","","","","","","","","","","","","","","","","","",""
"C16ORF13","CBFB","CCDC159","GALK1","UNC5D","","","","","","","","","","","","","","","","","","","","",""
"C16ORF45","CBX2","CCDC160","GALNT9","USP15","","","","","","","","","","","","","","","","","","","","",""
"C16ORF92","CBX4","CCDC18","GANC","VAC14","","","","","","","","","","","","","","","","","","","","",""
"C17ORF58","CCDC102A","CCDC183","GATA6","VEGFB","","","","","","","","","","","","","","","","","","","","",""
"C18ORF21","CCDC103","CCDC184","GCSAM","VEPH1","","","","","","","","","","","","","","","","","","","","",""
"C19ORF12","CCDC14","CCDC34","GGTA1P","VMP1","","","","","","","","","","","","","","","","","","","","",""
"C19ORF33","CCDC15","CCDC6","GIMAP2","VSIG2","","","","","","","","","","","","","","","","","","","","",""
"C1ORF115","CCDC170","CCDC71L","GIMAP6","WEE1","","","","","","","","","","","","","","","","","","","","",""
"C1ORF116","CCDC191","CCDC8","GINS4","WISP2","","","","","","","","","","","","","","","","","","","","",""
"C1ORF186","CCDC28A","CCDC80","GNG4","XAF1","","","","","","","","","","","","","","","","","","","","",""
"C1ORF198","CCDC50","CCDC82","GPA33","XG","","","","","","","","","","","","","","","","","","","","",""
"C1ORF21","CCDC77","CCDC88A","GPD1","XPNPEP2","","","","","","","","","","","","","","","","","","","","",""
"C1ORF54","CCL21","CCDC96","GPR15","YPEL1","","","","","","","","","","","","","","","","","","","","",""
"C1QTNF1","CCL5","CCKBR","GPR34","ZBTB47","","","","","","","","","","","","","","","","","","","","",""
"C20ORF24","CCNA1","CCNJ","GTF2IRD1","ZCCHC12","","","","","","","","","","","","","","","","","","","","",""
"C21ORF59","CCNA2","CCNJL","H19","ZCCHC6","","","","","","","","","","","","","","","","","","","","",""
"C2CD4B","CCNB1IP1","CD101","H2AFX","ZNF114","","","","","","","","","","","","","","","","","","","","",""
"C2ORF15","CCNB2","CD164","HBQ1","ZNF267","","","","","","","","","","","","","","","","","","","","",""
"C2ORF82","CCND2","CD1B","HCN3","ZNF560","","","","","","","","","","","","","","","","","","","","",""
"C3","CCNE1","CD226","HGH1","ZNF589","","","","","","","","","","","","","","","","","","","","",""
"C4ORF3","CCT6B","CD2BP2","HGS","ZSWIM5","","","","","","","","","","","","","","","","","","","","",""
"C5","CD1C","CD3E","HHLA2","","","","","","","","","","","","","","","","","","","","","",""
"C5ORF46","CD1E","CD3EAP","HILPDA","","","","","","","","","","","","","","","","","","","","","",""
"C6ORF15","CD247","CDC14A","HINFP","","","","","","","","","","","","","","","","","","","","","",""
"C8ORF59","CD27","CDC6","HIST1H1D","","","","","","","","","","","","","","","","","","","","","",""
"C9ORF152","CD276","CDC7","HIST1H2BG","","","","","","","","","","","","","","","","","","","","","",""
"C9ORF64","CD38","CDCA7L","HIST2H2AC","","","","","","","","","","","","","","","","","","","","","",""
"CA11","CD3D","CDH1","HIST2H3C","","","","","","","","","","","","","","","","","","","","","",""
"CA8","CD3G","CDK14","HLA-DMA","","","","","","","","","","","","","","","","","","","","","",""
"CA9","CD46","CDK8","HLA-DMB","","","","","","","","","","","","","","","","","","","","","",""
"CABP4","CD69","CDKAL1","HLA-DOA","","","","","","","","","","","","","","","","","","","","","",""
"CACNA1I","CD7","CDKL1","HLA-DPA1","","","","","","","","","","","","","","","","","","","","","",""
"CACNG1","CD79A","CDKL2","HLA-DPB1","","","","","","","","","","","","","","","","","","","","","",""
"CACYBP","CD79B","CDKN2AIPNL","HLA-DQA2","","","","","","","","","","","","","","","","","","","","","",""
"CADM4","CD8A","CDKN2C","HLA-DRA","","","","","","","","","","","","","","","","","","","","","",""
"CALML5","CD96","CDR2L","HNMT","","","","","","","","","","","","","","","","","","","","","",""
"CAMK1G","CD99L2","CDYL2","HSD11B1","","","","","","","","","","","","","","","","","","","","","",""
"CAMK2B","CDC14B","CEBPA-AS1","HSD17B1","","","","","","","","","","","","","","","","","","","","","",""
"CAMK2N1","CDC25A","CECR6","HSD17B6","","","","","","","","","","","","","","","","","","","","","",""
"CAMLG","CDC42BPA","CELSR1","HSF1","","","","","","","","","","","","","","","","","","","","","",""
"CANT1","CDC45","CELSR2","HSPBP1","","","","","","","","","","","","","","","","","","","","","",""
"CAP2","CDCA2","CENPI","HYLS1","","","","","","","","","","","","","","","","","","","","","",""
"CAPN13","CDCA4","CEP128","IGHMBP2","","","","","","","","","","","","","","","","","","","","","",""
"CAPRIN1","CDCA7","CEP152","IKZF1","","","","","","","","","","","","","","","","","","","","","",""
"CAPSL","CDH11","CEP170","IL17C","","","","","","","","","","","","","","","","","","","","","",""
"CARD9","CDH2","CEP85L","IL18","","","","","","","","","","","","","","","","","","","","","",""
"CASC4","CDH3","CEP95","IL7","","","","","","","","","","","","","","","","","","","","","",""
"CASD1","CDK6","CFAP43","IMPDH1","","","","","","","","","","","","","","","","","","","","","",""
"CASP4","CDKN1C","CFAP44","INA","","","","","","","","","","","","","","","","","","","","","",""
"CASZ1","CDKN2B","CFAP61","IPPK","","","","","","","","","","","","","","","","","","","","","",""
"CATSPER2P1","CDRT4","CFAP65","IRF2","","","","","","","","","","","","","","","","","","","","","",""
"CAV1","CEACAM5","CHI3L1","ITGA8","","","","","","","","","","","","","","","","","","","","","",""
"CBLC","CENPE","CHL1","ITGB6","","","","","","","","","","","","","","","","","","","","","",""
"CBLL1","CENPF","CHODL","ITIH3","","","","","","","","","","","","","","","","","","","","","",""
"CBR3","CENPJ","CHRDL2","ITM2B","","","","","","","","","","","","","","","","","","","","","",""
"CBR4","CENPN","CHRNA5","JMJD6","","","","","","","","","","","","","","","","","","","","","",""
"CCBL1","CENPW","CHST11","KAT2B","","","","","","","","","","","","","","","","","","","","","",""
"CCDC106","CEP112","CHST9","KCNJ5","","","","","","","","","","","","","","","","","","","","","",""
"CCDC109B","CERS2","CHSY3","KCTD13","","","","","","","","","","","","","","","","","","","","","",""
"CCDC117","CERS4","CIB2","KDELR1","","","","","","","","","","","","","","","","","","","","","",""
"CCDC149","CFAP20","CIB3","KIFC3","","","","","","","","","","","","","","","","","","","","","",""
"CCDC178","CFAP36","CIT","KLC2","","","","","","","","","","","","","","","","","","","","","",""
"CCDC189","CFAP69","CKAP2","KLC3","","","","","","","","","","","","","","","","","","","","","",""
"CCDC24","CFAP70","CKAP5","KLHL17","","","","","","","","","","","","","","","","","","","","","",""
"CCDC25","CFB","CLASP1","KMT5C","","","","","","","","","","","","","","","","","","","","","",""
"CCDC59","CHCHD3","CLCN4","LARGE","","","","","","","","","","","","","","","","","","","","","",""
"CCDC68","CHCHD5","CLDN19","LDLRAD4","","","","","","","","","","","","","","","","","","","","","",""
"CCDC90B","CHD7","CLDN9","LGALS4","","","","","","","","","","","","","","","","","","","","","",""
"CCL13","CHN1","CLEC4F","LIN7B","","","","","","","","","","","","","","","","","","","","","",""
"CCL15","CHST3","CLGN","LIPA","","","","","","","","","","","","","","","","","","","","","",""
"CCL2","CIAPIN1","CLIC6","LPAR5","","","","","","","","","","","","","","","","","","","","","",""
"CCL20","CIB1","CLIP2","LRAT","","","","","","","","","","","","","","","","","","","","","",""
"CCL22","CIRBP","CLMN","LRRC14","","","","","","","","","","","","","","","","","","","","","",""
"CCL8","CITED2","CLMP","LRRK2","","","","","","","","","","","","","","","","","","","","","",""
"CCNB1","CKAP2L","CLSPN","LRWD1","","","","","","","","","","","","","","","","","","","","","",""
"CCND1","CKS1B","CLU","LY75","","","","","","","","","","","","","","","","","","","","","",""
"CCNY","CLDN11","CMTM1","LYSMD1","","","","","","","","","","","","","","","","","","","","","",""
"CCP110","CLDN23","CNIH2","MACROD2","","","","","","","","","","","","","","","","","","","","","",""
"CCT3","CLDN8","CNKSR2","MAOB","","","","","","","","","","","","","","","","","","","","","",""
"CCT6P1","CLEC10A","CNTLN","MAP3K1","","","","","","","","","","","","","","","","","","","","","",""
"CCT8","CLEC3A","CNTN4","MAP3K10","","","","","","","","","","","","","","","","","","","","","",""
"CCZ1","CLEC5A","CNTNAP3","MAP6D1","","","","","","","","","","","","","","","","","","","","","",""
"CD163","CLIC4","COA7","MAPK10","","","","","","","","","","","","","","","","","","","","","",""
"CD163L1","CLIP3","COL23A1","MARCH1","","","","","","","","","","","","","","","","","","","","","",""
"CD19","CLIP4","COL27A1","MARK2","","","","","","","","","","","","","","","","","","","","","",""
"CD2","CLN3","COL4A2","MARK4","","","","","","","","","","","","","","","","","","","","","",""
"CD248","CMBL","COL4A4","MAST1","","","","","","","","","","","","","","","","","","","","","",""
"CD300LG","CMC2","COL9A3","MAT2B","","","","","","","","","","","","","","","","","","","","","",""
"CD302","CMTM3","COLCA1","MAZ","","","","","","","","","","","","","","","","","","","","","",""
"CD37","CMTM7","COLCA2","MDM2","","","","","","","","","","","","","","","","","","","","","",""
"CD40","CNN1","COLGALT2","ME3","","","","","","","","","","","","","","","","","","","","","",""
"CD48","CNN2","COPRS","MED27","","","","","","","","","","","","","","","","","","","","","",""
"CD52","CNTD1","CORO2B","MEGF11","","","","","","","","","","","","","","","","","","","","","",""
"CD53","COA3","COX14","MEN1","","","","","","","","","","","","","","","","","","","","","",""
"CD58","COCH","COX6B2","METTL14","","","","","","","","","","","","","","","","","","","","","",""
"CD6","COG7","COX7A2","METTL15","","","","","","","","","","","","","","","","","","","","","",""
"CD82","COL15A1","CPAMD8","METTL7A","","","","","","","","","","","","","","","","","","","","","",""
"CD86","COL16A1","CPNE2","MEX3D","","","","","","","","","","","","","","","","","","","","","",""
"CD99","COL17A1","CRB2","MIA2","","","","","","","","","","","","","","","","","","","","","",""
"CDC123","COL18A1","CRB3","MKX","","","","","","","","","","","","","","","","","","","","","",""
"CDC25B","COL22A1","CREB3","MMAA","","","","","","","","","","","","","","","","","","","","","",""
"CDC42EP1","COL3A1","CRHR1","MMGT1","","","","","","","","","","","","","","","","","","","","","",""
"CDC42EP5","COL4A3BP","CRLF1","MMP17","","","","","","","","","","","","","","","","","","","","","",""
"CDHR3","COL5A2","CSDC2","MPEG1","","","","","","","","","","","","","","","","","","","","","",""
"CDK12","COL6A1","CSK","MPLKIP","","","","","","","","","","","","","","","","","","","","","",""
"CDK18","COL6A2","CT62","MR1","","","","","","","","","","","","","","","","","","","","","",""
"CDK4","COL6A3","CTIF","MRC1","","","","","","","","","","","","","","","","","","","","","",""
"CDK5RAP3","COL7A1","CTNND2","MRGBP","","","","","","","","","","","","","","","","","","","","","",""
"CDKL3","COLGALT1","CTTNBP2NL","MRPL41","","","","","","","","","","","","","","","","","","","","","",""
"CDKN1A","COMMD2","CXCL1","MRPS2","","","","","","","","","","","","","","","","","","","","","",""
"CDKN2A","COQ10A","CXCL5","MRPS24","","","","","","","","","","","","","","","","","","","","","",""
"CDKN3","COQ6","CXCL6","MS4A4A","","","","","","","","","","","","","","","","","","","","","",""
"CDS1","COQ7","CYP24A1","MT1L","","","","","","","","","","","","","","","","","","","","","",""
"CEACAM6","CORO1C","CYP27C1","MTA1","","","","","","","","","","","","","","","","","","","","","",""
"CEBPB","COX17","CYP2B6","MTM1","","","","","","","","","","","","","","","","","","","","","",""
"CEBPD","COX20","CYP39A1","MTMR10","","","","","","","","","","","","","","","","","","","","","",""
"CELSR3","CPED1","CYTH3","MTX1","","","","","","","","","","","","","","","","","","","","","",""
"CENPM","CPLX1","DACT2","MUS81","","","","","","","","","","","","","","","","","","","","","",""
"CERS6","CPNE3","DALRD3","MYPOP","","","","","","","","","","","","","","","","","","","","","",""
"CES4A","CPNE8","DAZAP2","N4BP2L1","","","","","","","","","","","","","","","","","","","","","",""
"CETN3","CPXM1","DBF4","NAA40","","","","","","","","","","","","","","","","","","","","","",""
"CFAP157","CRAT","DBX2","NAT9","","","","","","","","","","","","","","","","","","","","","",""
"CFH","CREB3L4","DCAF12L1","NATD1","","","","","","","","","","","","","","","","","","","","","",""
"CGA","CREB5","DCHS2","NCKAP1L","","","","","","","","","","","","","","","","","","","","","",""
"CGN","CRELD1","DCLK2","NDNF","","","","","","","","","","","","","","","","","","","","","",""
"CGNL1","CRIPAK","DCLRE1B","NDUFS8","","","","","","","","","","","","","","","","","","","","","",""
"CH25H","CRISPLD2","DCLRE1C","NDUFV1","","","","","","","","","","","","","","","","","","","","","",""
"CHAD","CROT","DCTPP1","NEK1","","","","","","","","","","","","","","","","","","","","","",""
"CHD1","CRYAB","DDO","NFIA","","","","","","","","","","","","","","","","","","","","","",""
"CHFR","CRYL1","DDX26B","NKAIN4","","","","","","","","","","","","","","","","","","","","","",""
"CHGB","CSAD","DENND1B","NPL","","","","","","","","","","","","","","","","","","","","","",""
"CHI3L2","CSE1L","DEPDC1B","NR1D2","","","","","","","","","","","","","","","","","","","","","",""
"CHMP2A","CSN3","DEPDC7","NR1I2","","","","","","","","","","","","","","","","","","","","","",""
"CHMP4B","CSNK2A2","DERL3","NR2F2","","","","","","","","","","","","","","","","","","","","","",""
"CHRD","CSRNP2","DGKA","NR3C2","","","","","","","","","","","","","","","","","","","","","",""
"CHST1","CSRP1","DHRS4L2","NSMF","","","","","","","","","","","","","","","","","","","","","",""
"CHST10","CSRP2","DHRS7B","NSUN5","","","","","","","","","","","","","","","","","","","","","",""
"CHST15","CST3","DIAPH3","NUDT8","","","","","","","","","","","","","","","","","","","","","",""
"CIAO1","CST5","DIO3","NUMB","","","","","","","","","","","","","","","","","","","","","",""
"CIART","CST9","DIRAS1","NUMBL","","","","","","","","","","","","","","","","","","","","","",""
"CIPC","CTC1","DIRC2","ODF2","","","","","","","","","","","","","","","","","","","","","",""
"CISD1","CTGF","DISC1","ONECUT2","","","","","","","","","","","","","","","","","","","","","",""
"CISH","CTLA4","DLC1","ORAOV1","","","","","","","","","","","","","","","","","","","","","",""
"CKLF","CTPS1","DLX3","P2RX7","","","","","","","","","","","","","","","","","","","","","",""
"CLCA2","CTSF","DLX5","P2RY12","","","","","","","","","","","","","","","","","","","","","",""
"CLCC1","CX3CL1","DMBT1","P2RY13","","","","","","","","","","","","","","","","","","","","","",""
"CLCN7","CXCL13","DMD","PARVA","","","","","","","","","","","","","","","","","","","","","",""
"CLCNKA","CXCL2","DMRTA1","PAX9","","","","","","","","","","","","","","","","","","","","","",""
"CLDND1","CXCR4","DNA2","PDE1A","","","","","","","","","","","","","","","","","","","","","",""
"CLEC11A","CXCR6","DNAH5","PDZD8","","","","","","","","","","","","","","","","","","","","","",""
"CLEC4A","CYB561D2","DNAH7","PFDN2","","","","","","","","","","","","","","","","","","","","","",""
"CLECL1","CYB5A","DNAJB2","PGP","","","","","","","","","","","","","","","","","","","","","",""
"CLIC3","CYB5D1","DNAJB4","PIK3AP1","","","","","","","","","","","","","","","","","","","","","",""
"CLTA","CYB5D2","DNAJB5","PIK3CG","","","","","","","","","","","","","","","","","","","","","",""
"CLUAP1","CYB5R2","DNAJC6","PIK3IP1","","","","","","","","","","","","","","","","","","","","","",""
"CMAS","CYBRD1","DNAL1","PKMYT1","","","","","","","","","","","","","","","","","","","","","",""
"CMPK1","CYP1B1","DNM1","PKNOX2","","","","","","","","","","","","","","","","","","","","","",""
"CMSS1","CYP2A6","DNM3","PLA1A","","","","","","","","","","","","","","","","","","","","","",""
"CMYA5","CYP2A7","DNMT1","PLA2G1B","","","","","","","","","","","","","","","","","","","","","",""
"CNIH4","CYP2B7P","DOC2B","PLCB3","","","","","","","","","","","","","","","","","","","","","",""
"CNKSR3","CYP4B1","DOK1","PLSCR4","","","","","","","","","","","","","","","","","","","","","",""
"CNN3","CYP4Z1","DOK6","PLXNA2","","","","","","","","","","","","","","","","","","","","","",""
"CNNM3","CYP4Z2P","DPYD","PNKP","","","","","","","","","","","","","","","","","","","","","",""
"CNST","CYR61","DSEL","POLA2","","","","","","","","","","","","","","","","","","","","","",""
"CNTD2","CYSRT1","DST","POLR2J","","","","","","","","","","","","","","","","","","","","","",""
"COBLL1","CYYR1","DSTN","POLR3GL","","","","","","","","","","","","","","","","","","","","","",""
"COL11A1","D2HGDH","DTL","POP7","","","","","","","","","","","","","","","","","","","","","",""
"COL1A2","DACH1","DTWD2","POR","","","","","","","","","","","","","","","","","","","","","",""
"COL4A5","DACT1","DTX1","PPFIA3","","","","","","","","","","","","","","","","","","","","","",""
"COL5A1","DAPK1","DUSP15","PPP1R16A","","","","","","","","","","","","","","","","","","","","","",""
"COL8A1","DAPL1","DUSP9","PPP1R35","","","","","","","","","","","","","","","","","","","","","",""
"COL9A2","DBP","DYNLT1","PPP1R3F","","","","","","","","","","","","","","","","","","","","","",""
"COMMD6","DCAF7","DYRK3","PQLC2","","","","","","","","","","","","","","","","","","","","","",""
"COMP","DCBLD2","DZIP1","PREB","","","","","","","","","","","","","","","","","","","","","",""
"COPZ1","DCX","DZIP1L","PRKRIP1","","","","","","","","","","","","","","","","","","","","","",""
"COQ2","DDIT4","E2F7","PRR14","","","","","","","","","","","","","","","","","","","","","",""
"CORO1A","DDR2","E2F8","PRR19","","","","","","","","","","","","","","","","","","","","","",""
"COX6C","DDRGK1","ECHDC1","PRSS27","","","","","","","","","","","","","","","","","","","","","",""
"CPA4","DEGS2","ECT2L","PSMC3IP","","","","","","","","","","","","","","","","","","","","","",""
"CPB1","DEK","EDAR","PSMG3","","","","","","","","","","","","","","","","","","","","","",""
"CPD","DENND6B","EFCAB1","PTCD1","","","","","","","","","","","","","","","","","","","","","",""
"CPEB2","DEPDC1","EFCAB12","PTGES2","","","","","","","","","","","","","","","","","","","","","",""
"CPEB3","DESI2","EFCAB13","PTPN13","","","","","","","","","","","","","","","","","","","","","",""
"CPEB4","DFNA5","EFCC1","PTPRC","","","","","","","","","","","","","","","","","","","","","",""
"CPSF3","DHCR24","EFHC2","PUSL1","","","","","","","","","","","","","","","","","","","","","",""
"CPXM2","DHCR7","EFNA5","PYCR1","","","","","","","","","","","","","","","","","","","","","",""
"CPZ","DHRS7","EIF5A2","PYCRL","","","","","","","","","","","","","","","","","","","","","",""
"CRABP1","DIAPH2","ELL2","QPCTL","","","","","","","","","","","","","","","","","","","","","",""
"CRABP2","DIO1","ELMO1","RAB11FIP2","","","","","","","","","","","","","","","","","","","","","",""
"CRACR2B","DKC1","ELMOD2","RAC3","","","","","","","","","","","","","","","","","","","","","",""
"CREB3L2","DKK1","ELMOD3","RAD9A","","","","","","","","","","","","","","","","","","","","","",""
"CRIP1","DLGAP5","ELOVL4","RASSF5","","","","","","","","","","","","","","","","","","","","","",""
"CRIP2","DLK1","EMILIN3","RBM10","","","","","","","","","","","","","","","","","","","","","",""
"CRNKL1","DLK2","EN1","RBM43","","","","","","","","","","","","","","","","","","","","","",""
"CRY2","DNAAF1","ENPEP","RCAN2","","","","","","","","","","","","","","","","","","","","","",""
"CSF3R","DNAJB6","ENPP6","RCE1","","","","","","","","","","","","","","","","","","","","","",""
"CSN1S1","DNAJC19","ENTPD8","RECQL4","","","","","","","","","","","","","","","","","","","","","",""
"CSNK1A1","DNAJC22","EPDR1","REPIN1","","","","","","","","","","","","","","","","","","","","","",""
"CSNK1G3","DNASE1L2","EPHA10","RFC2","","","","","","","","","","","","","","","","","","","","","",""
"CST4","DOCK7","EPHA4","RFNG","","","","","","","","","","","","","","","","","","","","","",""
"CST6","DONSON","EPHA7","RHPN1-AS1","","","","","","","","","","","","","","","","","","","","","",""
"CST7","DPH2","EPHX3","RILPL2","","","","","","","","","","","","","","","","","","","","","",""
"CST9L","DPY19L1","ERBB4","RINT1","","","","","","","","","","","","","","","","","","","","","",""
"CSTB","DPYSL2","ERCC6L","RNASEL","","","","","","","","","","","","","","","","","","","","","",""
"CT83","DPYSL3","EREG","RNF13","","","","","","","","","","","","","","","","","","","","","",""
"CTSC","DRAIC","ERF","RNF208","","","","","","","","","","","","","","","","","","","","","",""
"CTSG","DRAM1","ERICH5","RNF26","","","","","","","","","","","","","","","","","","","","","",""
"CTSK","DRC3","ESCO2","RNPS1","","","","","","","","","","","","","","","","","","","","","",""
"CTSL","DSC2","ESPL1","ROS1","","","","","","","","","","","","","","","","","","","","","",""
"CTSV","DSC3","ESYT3","RPS2P32","","","","","","","","","","","","","","","","","","","","","",""
"CTSW","DSG2","ETV1","RPS6KB2","","","","","","","","","","","","","","","","","","","","","",""
"CUEDC1","DSG3","ETV3L","RPUSD1","","","","","","","","","","","","","","","","","","","","","",""
"CXCL10","DTNA","EVC2","RSPO2","","","","","","","","","","","","","","","","","","","","","",""
"CXCL11","DUBR","EVI5L","RTKN","","","","","","","","","","","","","","","","","","","","","",""
"CXCL12","DUSP4","F5","RUVBL2","","","","","","","","","","","","","","","","","","","","","",""
"CXCL8","DUSP5","FADS1","SAC3D1","","","","","","","","","","","","","","","","","","","","","",""
"CXCL9","DYNLRB2","FADS2","SACM1L","","","","","","","","","","","","","","","","","","","","","",""
"CXCR3","DYRK2","FAM101B","SAMD1","","","","","","","","","","","","","","","","","","","","","",""
"CXXC4","E2F2","FAM120B","SAMD10","","","","","","","","","","","","","","","","","","","","","",""
"CXXC5","E2F3","FAM124B","SCIMP","","","","","","","","","","","","","","","","","","","","","",""
"CYB561","EBF1","FAM126A","SCN7A","","","","","","","","","","","","","","","","","","","","","",""
"CYBA","ECI1","FAM135A","SCNM1","","","","","","","","","","","","","","","","","","","","","",""
"CYP21A2","ECI2","FAM13C","SCYL1","","","","","","","","","","","","","","","","","","","","","",""
"CYP2J2","EDEM3","FAM151B","SELPLG","","","","","","","","","","","","","","","","","","","","","",""
"CYP4V2","EDN1","FAM161A","SEMA4A","","","","","","","","","","","","","","","","","","","","","",""
"DAG1","EDN3","FAM161B","SEMA4C","","","","","","","","","","","","","","","","","","","","","",""
"DBN1","EDNRA","FAM162A","SEPP1","","","","","","","","","","","","","","","","","","","","","",""
"DBNDD2","EEF1G","FAM218A","SESN1","","","","","","","","","","","","","","","","","","","","","",""
"DCAKD","EEF2K","FAM221B","SETDB2","","","","","","","","","","","","","","","","","","","","","",""
"DCANP1","EFHC1","FAM227B","SGPP2","","","","","","","","","","","","","","","","","","","","","",""
"DCN","EFNB2","FAM49A","SH2B2","","","","","","","","","","","","","","","","","","","","","",""
"DCPS","EFNB3","FAM71E2","SH3GL1","","","","","","","","","","","","","","","","","","","","","",""
"DCTN4","EGFR","FAM72A","SLC14A1","","","","","","","","","","","","","","","","","","","","","",""
"DCUN1D5","EGLN2","FAM83B","SLC19A1","","","","","","","","","","","","","","","","","","","","","",""
"DDOST","EGR1","FAM84A","SLC1A3","","","","","","","","","","","","","","","","","","","","","",""
"DDR1","EHBP1","FAM98C","SLC25A10","","","","","","","","","","","","","","","","","","","","","",""
"DDX10","EIF3E","FANCI","SLC25A39","","","","","","","","","","","","","","","","","","","","","",""
"DDX17","EIF3H","FANCL","SLC26A9","","","","","","","","","","","","","","","","","","","","","",""
"DDX39A","EIF4EBP3","FARP2","SLC2A13","","","","","","","","","","","","","","","","","","","","","",""
"DDX46","ELF5","FBLIM1","SLC2A9","","","","","","","","","","","","","","","","","","","","","",""
"DECR2","EMILIN1","FBXL17","SLC35A5","","","","","","","","","","","","","","","","","","","","","",""
"DEF8","ENPP1","FBXL22","SLC40A1","","","","","","","","","","","","","","","","","","","","","",""
"DEFB1","ENPP2","FBXO10","SLC45A1","","","","","","","","","","","","","","","","","","","","","",""
"DERA","ENPP4","FBXO36","SLC5A7","","","","","","","","","","","","","","","","","","","","","",""
"DESI1","ENPP5","FBXO41","SLC6A3","","","","","","","","","","","","","","","","","","","","","",""
"DHPS","ENTPD5","FBXW8","SLCO2B1","","","","","","","","","","","","","","","","","","","","","",""
"DHRS1","ENTPD6","FCHO1","SLU7","","","","","","","","","","","","","","","","","","","","","",""
"DHRS2","EOGT","FCRL5","SNRPA","","","","","","","","","","","","","","","","","","","","","",""
"DHRS3","EPB41L5","FDPS","SNRPB","","","","","","","","","","","","","","","","","","","","","",""
"DHX29","EPHB1","FEN1","SP8","","","","","","","","","","","","","","","","","","","","","",""
"DHX30","EPHB6","FFAR2","SPAG5","","","","","","","","","","","","","","","","","","","","","",""
"DHX58","EPHX1","FGD6","SPC24","","","","","","","","","","","","","","","","","","","","","",""
"DICER1-AS1","EPHX2","FGF1","SPN","","","","","","","","","","","","","","","","","","","","","",""
"DIP2A","EPYC","FGF11","SPTLC2","","","","","","","","","","","","","","","","","","","","","",""
"DIS3L","ERGIC1","FIG4","SPTLC3","","","","","","","","","","","","","","","","","","","","","",""
"DISP2","ERMARD","FIGF","SRPK3","","","","","","","","","","","","","","","","","","","","","",""
"DLL1","ESR1","FIGN","ST6GAL1","","","","","","","","","","","","","","","","","","","","","",""
"DNAAF3","ETFDH","FIGNL1","STIP1","","","","","","","","","","","","","","","","","","","","","",""
"DNAJA3","ETS2","FIRRE","STOM","","","","","","","","","","","","","","","","","","","","","",""
"DNAJA4","ETV5","FITM2","STRN4","","","","","","","","","","","","","","","","","","","","","",""
"DNAJB11","ETV6","FKBP7","SUN1","","","","","","","","","","","","","","","","","","","","","",""
"DNAJC12","EVA1A","FLNA","SUV39H1","","","","","","","","","","","","","","","","","","","","","",""
"DNAJC14","EVL","FMN2","TAF4","","","","","","","","","","","","","","","","","","","","","",""
"DNAJC30","EWSAT1","FNDC4","TBRG4","","","","","","","","","","","","","","","","","","","","","",""
"DNAJC9","EXO1","FOXC2","TBXAS1","","","","","","","","","","","","","","","","","","","","","",""
"DNASE1L3","EXOC6","FOXL1","TCEB1","","","","","","","","","","","","","","","","","","","","","",""
"DNASE2","EXT2","FOXP1","TCFL5","","","","","","","","","","","","","","","","","","","","","",""
"DNPH1","EXTL2","FOXP2","TCN2","","","","","","","","","","","","","","","","","","","","","",""
"DOC2A","EZR","FOXP4","TDRD3","","","","","","","","","","","","","","","","","","","","","",""
"DOCK11","F2R","FRAT1","TGOLN2","","","","","","","","","","","","","","","","","","","","","",""
"DOPEY2","F2RL2","FREM2","THAP3","","","","","","","","","","","","","","","","","","","","","",""
"DPH3","F7","FRMD4A","THOP1","","","","","","","","","","","","","","","","","","","","","",""
"DPP7","FAAH2","FRMD5","THRB","","","","","","","","","","","","","","","","","","","","","",""
"DRD4","FABP5","FRMD8","THUMPD1","","","","","","","","","","","","","","","","","","","","","",""
"DSE","FABP7","FSD1","TIGD3","","","","","","","","","","","","","","","","","","","","","",""
"DTD1","FAF1","FSTL4","TIGD5","","","","","","","","","","","","","","","","","","","","","",""
"DTX3","FAH","FUNDC1","TIMD4","","","","","","","","","","","","","","","","","","","","","",""
