Hugo_Symbol,Entrez_Gene_Id,LE60_slope,GT60_slope,AllAges_slope,LE60_pval,GT60_pval,AllAges_pval,AgeDependentp,LE60_BHadj_pval,GT60_BHadj_pval,AllAges_BHadj_pval,BHadj_and_AgeDependentp,BHadj_signifp,LE60_log2FC,GT60_log2FC,AllAges_log2FC,Best_log2FC,Best_BHadj_pval,ERbinding,ERbinding_NKI
ARHGAP24,83478,0.044443027422481414,0.028444715338733943,0.023653430916998692,0.005832921909908389,0.002496867633750338,4.776788892748917e-6,0,0.999993433870326,0.24308592394730358,0.006963088424430153,TRUE,TRUE,1.0221896307170726,0.7964520294845504,1.2063249767669333,1.2063249767669333,0.006963088424430153,TRUE,Not ER binding
HILPDA,29923,-0.001555457867474977,-0.04900244555213999,-0.036655327482849435,0.9515270485647418,0.0013736433277140127,1.256473980299187e-5,0,0.999993433870326,0.22529953112753642,0.009920909136112332,TRUE,TRUE,-0.03577553095192447,-1.3720684754599197,-1.8694217016253212,-1.8694217016253212,0.009920909136112332,FALSE,Tier 1
CBS,875,-0.05801502355856704,-0.04940318900595609,-0.05124607070603102,0.060116132283152185,0.01194215679078534,1.2223265388377821e-6,0,0.999993433870326,0.3001479260836786,0.004721551680003679,TRUE,TRUE,-1.3343455418470418,-1.3832892921667705,-2.6135496060075822,-2.6135496060075822,0.004721551680003679,FALSE,Not ER binding
CDC34,997,-0.01675524506013073,-0.024077973663478865,-0.021270278826124603,0.18933810290055064,0.0036638577014961953,1.546032178457007e-6,0,0.999993433870326,0.258208588670584,0.004721551680003679,TRUE,TRUE,-0.3853706363830068,-0.6741832625774082,-1.0847842201323548,-1.0847842201323548,0.004721551680003679,FALSE,Not ER binding
EIF4EBP1,1978,-0.0069964999291367205,-0.029560761229011107,-0.03434715568470745,0.7665797649408135,0.029104517054520627,5.757313918735084e-6,0,0.999993433870326,0.34986175154349186,0.007636398377581445,TRUE,TRUE,-0.16091949837014458,-0.827701314412311,-1.75170493992008,-1.75170493992008,0.007636398377581445,FALSE,Tier 2 Only
FGD4,121512,0.010080129588000402,0.03477659079881603,0.022767283450220492,0.45589573300499187,1.2089169425232469e-4,1.993267200001553e-6,0,0.999993433870326,0.16957376071375113,0.004721551680003679,TRUE,TRUE,0.23184298052400926,0.9737445423668488,1.1611314559612451,1.1611314559612451,0.004721551680003679,FALSE,Not ER binding
GPR15,2838,-7.437654633685891e-4,-0.03056975529337999,-0.022206103183880388,0.9640055263051507,5.047685259672714e-4,9.417522761327227e-6,0,0.999993433870326,0.20371078449471294,0.008974825447440065,TRUE,TRUE,-0.01710660565747755,-0.8559531482146397,-1.1325112623779,-1.1325112623779,0.008974825447440065,FALSE,Tier 2 Only
HIST3H2A,92815,-0.04082131762639536,-0.05326399266147985,-0.04013300571781198,0.10908730305127005,2.5990190016684405e-4,6.863056445092857e-7,0,0.999993433870326,0.20371078449471294,0.004721551680003679,TRUE,TRUE,-0.9388903054070933,-1.4913917945214359,-2.046783291608411,-2.046783291608411,0.004721551680003679,FALSE,Tier 1
HSD17B1,3292,-0.043178982339473496,-0.04269306980482107,-0.030322671336763002,0.04708419689213287,2.0578812146438246e-4,3.5393537211561396e-6,0,0.999993433870326,0.20371078449471294,0.006707075301590885,TRUE,TRUE,-0.9931165938078904,-1.19540595453499,-1.5464562381749132,-1.5464562381749132,0.006707075301590885,FALSE,Not ER binding
IQGAP2,10788,0.05825593538184281,0.0592763823789647,0.036176250693500875,0.02000008283591861,7.154282197948995e-5,8.925021812607713e-6,0,0.999993433870326,0.16957376071375113,0.008974825447440065,TRUE,TRUE,1.3398865137823845,1.6597387066110116,1.8449887853685447,1.8449887853685447,0.008974825447440065,FALSE,Not ER binding
LSM7,51690,-0.016535908051939788,-0.028231144075197785,-0.022131247332207987,0.23921527895901376,0.003110850378864038,1.0419322419191632e-5,0,0.999993433870326,0.2560847466767056,0.008974825447440065,TRUE,TRUE,-0.38032588519461513,-0.790472034105538,-1.1286936139426074,-1.1286936139426074,0.008974825447440065,FALSE,Not ER binding
MAST1,22983,-0.005739924229703415,-0.03531895263463233,-0.02968179266942437,0.8021837525773908,0.0022290429047321474,1.0347950707809973e-5,0,0.999993433870326,0.23660505799135179,0.008974825447440065,TRUE,TRUE,-0.13201825728317854,-0.9889306737697051,-1.5137714261406428,-1.5137714261406428,0.008974825447440065,FALSE,Not ER binding
NRTN,4902,-0.025515456412054494,-0.011131363076357694,-0.020942344047726442,0.10151834130417008,0.15239815170124746,4.693596589682663e-6,0,0.999993433870326,0.5580372269333644,0.006963088424430153,TRUE,TRUE,-0.5868554974772533,-0.31167816613801547,-1.0680595464340485,-1.0680595464340485,0.006963088424430153,FALSE,Not ER binding
PKHD1,5314,0.002543447398783502,0.05650368440941506,0.03888817503777936,0.9030125929245584,0.0012305428619930566,9.945881263682168e-6,0,0.999993433870326,0.22529953112753642,0.008974825447440065,TRUE,TRUE,0.05849929017202055,1.5821031634636218,1.9832969269267473,1.9832969269267473,0.008974825447440065,TRUE,Tier 2 Only
TGFBR2,7048,9.591337032675994e-4,0.02786480386685098,0.025708153737363175,0.953560818251548,0.00813674098166326,6.044642515235973e-6,0,0.999993433870326,0.2888760978784495,0.007636398377581445,TRUE,TRUE,0.022060075175154785,0.7802145082718275,1.3111158406055219,1.3111158406055219,0.007636398377581445,FALSE,Not ER binding
