Gene,FC,Source
ARAP2,1.25,Breast_TCGA
ARAP3,1.25,Breast_TCGA
AREG,1.25,Breast_TCGA
ARFGEF3,1.25,Breast_TCGA
ARHGAP10,1.25,Breast_TCGA
ARHGAP11A,1.25,Breast_TCGA
ARHGAP11B,1.25,Breast_TCGA
ARHGAP20,1.25,Breast_TCGA
ARHGAP21,1.25,Breast_TCGA
ARHGAP23,1.25,Breast_TCGA
ARHGAP24,1.25,Breast_TCGA
ARHGAP26,1.25,Breast_TCGA
ARHGAP28,1.25,Breast_TCGA
ARHGAP31,1.25,Breast_TCGA
ARHGAP32,1.25,Breast_TCGA
ARHGAP35,1.25,Breast_TCGA
ARHGAP36,1.25,Breast_TCGA
ARHGAP42,1.25,Breast_TCGA
ARHGDIB,1.25,Breast_TCGA
ARHGEF19,1.25,Breast_TCGA
ARHGEF39,1.25,Breast_TCGA
ARHGEF4,1.25,Breast_TCGA
ARL1,1.25,Breast_TCGA
ARL10,1.25,Breast_TCGA
ARL17A,1.25,Breast_TCGA
ARL3,1.25,Breast_TCGA
ARL4A,1.25,Breast_TCGA
ARL4C,1.25,Breast_TCGA
ARL9,1.25,Breast_TCGA
ARMT1,1.25,Breast_TCGA
ARNTL2,1.25,Breast_TCGA
ARRDC3,1.25,Breast_TCGA
ARSA,1.25,Breast_TCGA
ARSB,1.25,Breast_TCGA
ARSE,1.25,Breast_TCGA
ARSI,1.25,Breast_TCGA
ARSJ,1.25,Breast_TCGA
ART3,1.25,Breast_TCGA
ARV1,1.25,Breast_TCGA
ARX,1.25,Breast_TCGA
ASAH1,1.25,Breast_TCGA
ASAP2,1.25,Breast_TCGA
ASB13,1.25,Breast_TCGA
ASB16,1.25,Breast_TCGA
ASB2,1.25,Breast_TCGA
ASF1B,1.25,Breast_TCGA
ASL,1.25,Breast_TCGA
ASPM,1.25,Breast_TCGA
ASTN1,1.25,Breast_TCGA
ASUN,1.25,Breast_TCGA
ATAD2,1.25,Breast_TCGA
ATF3,1.25,Breast_TCGA
ATF7IP2,1.25,Breast_TCGA
ATG16L1,1.25,Breast_TCGA
ATG4C,1.25,Breast_TCGA
ATL1,1.25,Breast_TCGA
ATL2,1.25,Breast_TCGA
ATOX1,1.25,Breast_TCGA
ATP10D,1.25,Breast_TCGA
ATP11A,1.25,Breast_TCGA
ATP11B,1.25,Breast_TCGA
ATP11C,1.25,Breast_TCGA
ATP1A4,1.25,Breast_TCGA
ATP2B4,1.25,Breast_TCGA
ATP5S,1.25,Breast_TCGA
ATP6AP1,1.25,Breast_TCGA
ATP6AP1L,1.25,Breast_TCGA
ATP6V0A1,1.25,Breast_TCGA
ATP6V1B1,1.25,Breast_TCGA
ATP6V1C2,1.25,Breast_TCGA
ATP6V1E2,1.25,Breast_TCGA
ATP6V1H,1.25,Breast_TCGA
ATPAF2,1.25,Breast_TCGA
ATRIP,1.25,Breast_TCGA
ATRNL1,1.25,Breast_TCGA
ATXN7L2,1.25,Breast_TCGA
AUNIP,1.25,Breast_TCGA
AURKA,1.25,Breast_TCGA
AURKB,1.25,Breast_TCGA
AVEN,1.25,Breast_TCGA
AZGP1,1.25,Breast_TCGA
B3GNT3,1.25,Breast_TCGA
B3GNT5,1.25,Breast_TCGA
B3GNT7,1.25,Breast_TCGA
B4GALNT1,1.25,Breast_TCGA
B4GALT2,1.25,Breast_TCGA
B4GALT5,1.25,Breast_TCGA
B4GALT6,1.25,Breast_TCGA
B4GALT7,1.25,Breast_TCGA
B9D1,1.25,Breast_TCGA
BACE1,1.25,Breast_TCGA
BACH1,1.25,Breast_TCGA
BACH2,1.25,Breast_TCGA
BAIAP2L2,1.25,Breast_TCGA
BAIAP3,1.25,Breast_TCGA
BAK1,1.25,Breast_TCGA
BARX2,1.25,Breast_TCGA
BAZ1A,1.25,Breast_TCGA
BBOF1,1.25,Breast_TCGA
BBOX1,1.25,Breast_TCGA
BBS5,1.25,Breast_TCGA
BBS7,1.25,Breast_TCGA
BCAS1,1.25,Breast_TCGA
BCDIN3D,1.25,Breast_TCGA
BCHE,1.25,Breast_TCGA
BCKDK,1.25,Breast_TCGA
BCL11A,1.25,Breast_TCGA
BCL11B,1.25,Breast_TCGA
BCL2L14,1.25,Breast_TCGA
BCL2L2,1.25,Breast_TCGA
BECN1,1.25,Breast_TCGA
BEND6,1.25,Breast_TCGA
BEND7,1.25,Breast_TCGA
BGN,1.25,Breast_TCGA
BHLHE22,1.25,Breast_TCGA
BHLHE41,1.25,Breast_TCGA
BICC1,1.25,Breast_TCGA
BICD1,1.25,Breast_TCGA
BID,1.25,Breast_TCGA
BIRC3,1.25,Breast_TCGA
BIRC5,1.25,Breast_TCGA
BIVM,1.25,Breast_TCGA
BLM,1.25,Breast_TCGA
BLOC1S1,1.25,Breast_TCGA
BLVRB,1.25,Breast_TCGA
BMF,1.25,Breast_TCGA
BMP1,1.25,Breast_TCGA
BMP5,1.25,Breast_TCGA
BMP6,1.25,Breast_TCGA
BMP8A,1.25,Breast_TCGA
BMPR1A,1.25,Breast_TCGA
BNC1,1.25,Breast_TCGA
BNC2,1.25,Breast_TCGA
BNIP2,1.25,Breast_TCGA
BOC,1.25,Breast_TCGA
BORA,1.25,Breast_TCGA
BORCS6,1.25,Breast_TCGA
BORCS7,1.25,Breast_TCGA
BPI,1.25,Breast_TCGA
BPIFB2,1.25,Breast_TCGA
BPTF,1.25,Breast_TCGA
BRINP1,1.25,Breast_TCGA
BRIP1,1.25,Breast_TCGA
BSN,1.25,Breast_TCGA
BTBD3,1.25,Breast_TCGA
BTD,1.25,Breast_TCGA
BTF3,1.25,Breast_TCGA
BTF3L4,1.25,Breast_TCGA
BTG3,1.25,Breast_TCGA
BTLA,1.25,Breast_TCGA
BTN3A1,1.25,Breast_TCGA
BTN3A2,1.25,Breast_TCGA
BTN3A3,1.25,Breast_TCGA
BTRC,1.25,Breast_TCGA
BUB1,1.25,Breast_TCGA
BUB1B,1.25,Breast_TCGA
BYSL,1.25,Breast_TCGA
C10ORF10,1.25,Breast_TCGA
C10ORF25,1.25,Breast_TCGA
C10ORF90,1.25,Breast_TCGA
C11ORF52,1.25,Breast_TCGA
C12ORF10,1.25,Breast_TCGA
C14ORF37,1.25,Breast_TCGA
C15ORF39,1.25,Breast_TCGA
C15ORF41,1.25,Breast_TCGA
C15ORF48,1.25,Breast_TCGA
C15ORF56,1.25,Breast_TCGA
C16ORF58,1.25,Breast_TCGA
C16ORF71,1.25,Breast_TCGA
C16ORF74,1.25,Breast_TCGA
C16ORF87,1.25,Breast_TCGA
C17ORF51,1.25,Breast_TCGA
C17ORF75,1.25,Breast_TCGA
C17ORF97,1.25,Breast_TCGA
C18ORF54,1.25,Breast_TCGA
C19ORF25,1.25,Breast_TCGA
C19ORF48,1.25,Breast_TCGA
C19ORF70,1.25,Breast_TCGA
C1ORF106,1.25,Breast_TCGA
C1ORF27,1.25,Breast_TCGA
C1ORF56,1.25,Breast_TCGA
C1ORF64,1.25,Breast_TCGA
C1QTNF6,1.25,Breast_TCGA
C1R,1.25,Breast_TCGA
C1S,1.25,Breast_TCGA
C21ORF2,1.25,Breast_TCGA
C2ORF40,1.25,Breast_TCGA
C2ORF54,1.25,Breast_TCGA
C2ORF70,1.25,Breast_TCGA
C2ORF88,1.25,Breast_TCGA
C3ORF18,1.25,Breast_TCGA
C3ORF58,1.25,Breast_TCGA
C4ORF19,1.25,Breast_TCGA
C4ORF32,1.25,Breast_TCGA
C4ORF46,1.25,Breast_TCGA
C5AR2,1.25,Breast_TCGA
C5ORF30,1.25,Breast_TCGA
C5ORF38,1.25,Breast_TCGA
C5ORF45,1.25,Breast_TCGA
C5ORF63,1.25,Breast_TCGA
C6ORF1,1.25,Breast_TCGA
C6ORF120,1.25,Breast_TCGA
C6ORF141,1.25,Breast_TCGA
C6ORF226,1.25,Breast_TCGA
C7ORF13,1.25,Breast_TCGA
C7ORF31,1.25,Breast_TCGA
C7ORF60,1.25,Breast_TCGA
C8ORF4,1.25,Breast_TCGA
C8ORF48,1.25,Breast_TCGA
C9ORF116,1.25,Breast_TCGA
C9ORF172,1.25,Breast_TCGA
C9ORF40,1.25,Breast_TCGA
CA12,1.25,Breast_TCGA
CA14,1.25,Breast_TCGA
CA3,1.25,Breast_TCGA
CABLES2,1.25,Breast_TCGA
CACFD1,1.25,Breast_TCGA
CACHD1,1.25,Breast_TCGA
CACNA1F,1.25,Breast_TCGA
CACNA1H,1.25,Breast_TCGA
CACNA2D1,1.25,Breast_TCGA
CACNA2D2,1.25,Breast_TCGA
CAD,1.25,Breast_TCGA
CADM1,1.25,Breast_TCGA
CADM3,1.25,Breast_TCGA
CALB2,1.25,Breast_TCGA
CALD1,1.25,Breast_TCGA
CALML3,1.25,Breast_TCGA
CALU,1.25,Breast_TCGA
CAMK1,1.25,Breast_TCGA
CAMK2D,1.25,Breast_TCGA
CAMK4,1.25,Breast_TCGA
CAMKK1,1.25,Breast_TCGA
CAMKMT,1.25,Breast_TCGA
CAPN11,1.25,Breast_TCGA
CAPN5,1.25,Breast_TCGA
CAPN8,1.25,Breast_TCGA
CAPN9,1.25,Breast_TCGA
CARD10,1.25,Breast_TCGA
CARD14,1.25,Breast_TCGA
CARD6,1.25,Breast_TCGA
CARTPT,1.25,Breast_TCGA
CASC1,1.25,Breast_TCGA
CASC15,1.25,Breast_TCGA
CASK,1.25,Breast_TCGA
CASKIN1,1.25,Breast_TCGA
CASP2,1.25,Breast_TCGA
CATSPERB,1.25,Breast_TCGA
CAV2,1.25,Breast_TCGA
CBFB,1.25,Breast_TCGA
CBLN4,1.25,Breast_TCGA
CBR1,1.25,Breast_TCGA
CBX2,1.25,Breast_TCGA
CBX4,1.25,Breast_TCGA
CCDC102A,1.25,Breast_TCGA
CCDC102B,1.25,Breast_TCGA
CCDC103,1.25,Breast_TCGA
CCDC125,1.25,Breast_TCGA
CCDC127,1.25,Breast_TCGA
CCDC129,1.25,Breast_TCGA
CCDC138,1.25,Breast_TCGA
CCDC14,1.25,Breast_TCGA
CCDC15,1.25,Breast_TCGA
CCDC150,1.25,Breast_TCGA
CCDC153,1.25,Breast_TCGA
CCDC157,1.25,Breast_TCGA
CCDC159,1.25,Breast_TCGA
CCDC160,1.25,Breast_TCGA
CCDC170,1.25,Breast_TCGA
CCDC18,1.25,Breast_TCGA
CCDC183,1.25,Breast_TCGA
CCDC184,1.25,Breast_TCGA
CCDC191,1.25,Breast_TCGA
CCDC28A,1.25,Breast_TCGA
CCDC34,1.25,Breast_TCGA
CCDC50,1.25,Breast_TCGA
CCDC6,1.25,Breast_TCGA
CCDC71L,1.25,Breast_TCGA
CCDC77,1.25,Breast_TCGA
CCDC8,1.25,Breast_TCGA
CCDC80,1.25,Breast_TCGA
CCDC82,1.25,Breast_TCGA
CCDC88A,1.25,Breast_TCGA
CCDC96,1.25,Breast_TCGA
CCKBR,1.25,Breast_TCGA
CCL19,1.25,Breast_TCGA
CCL21,1.25,Breast_TCGA
CCL5,1.25,Breast_TCGA
CCNA1,1.25,Breast_TCGA
CCNA2,1.25,Breast_TCGA
CCNB1IP1,1.25,Breast_TCGA
CCNB2,1.25,Breast_TCGA
CCND2,1.25,Breast_TCGA
CCNE1,1.25,Breast_TCGA
CCNH,1.25,Breast_TCGA
CCNJ,1.25,Breast_TCGA
CCNJL,1.25,Breast_TCGA
CCPG1,1.25,Breast_TCGA
CCR6,1.25,Breast_TCGA
CCR7,1.25,Breast_TCGA
CCT6B,1.25,Breast_TCGA
CD101,1.25,Breast_TCGA
CD164,1.25,Breast_TCGA
CD1B,1.25,Breast_TCGA
CD1C,1.25,Breast_TCGA
CD1E,1.25,Breast_TCGA
CD200,1.25,Breast_TCGA
CD226,1.25,Breast_TCGA
CD247,1.25,Breast_TCGA
CD27,1.25,Breast_TCGA
CD276,1.25,Breast_TCGA
CD28,1.25,Breast_TCGA
CD2BP2,1.25,Breast_TCGA
CD38,1.25,Breast_TCGA
CD3D,1.25,Breast_TCGA
CD3E,1.25,Breast_TCGA
CD3EAP,1.25,Breast_TCGA
CD3G,1.25,Breast_TCGA
CD40LG,1.25,Breast_TCGA
CD46,1.25,Breast_TCGA
CD47,1.25,Breast_TCGA
CD5,1.25,Breast_TCGA
CD69,1.25,Breast_TCGA
CD7,1.25,Breast_TCGA
CD79A,1.25,Breast_TCGA
CD79B,1.25,Breast_TCGA
CD8A,1.25,Breast_TCGA
CD8B,1.25,Breast_TCGA
CD96,1.25,Breast_TCGA
CD99L2,1.25,Breast_TCGA
CDC14A,1.25,Breast_TCGA
CDC14B,1.25,Breast_TCGA
CDC20,1.25,Breast_TCGA
CDC25A,1.25,Breast_TCGA
CDC25C,1.25,Breast_TCGA
CDC42BPA,1.25,Breast_TCGA
CDC45,1.25,Breast_TCGA
CDC6,1.25,Breast_TCGA
CDC7,1.25,Breast_TCGA
CDCA2,1.25,Breast_TCGA
CDCA3,1.25,Breast_TCGA
CDCA4,1.25,Breast_TCGA
CDCA5,1.25,Breast_TCGA
CDCA7,1.25,Breast_TCGA
CDCA7L,1.25,Breast_TCGA
CDCA8,1.25,Breast_TCGA
CDH1,1.25,Breast_TCGA
CDH11,1.25,Breast_TCGA
CDH2,1.25,Breast_TCGA
CDH3,1.25,Breast_TCGA
CDK1,1.25,Breast_TCGA
CDK14,1.25,Breast_TCGA
CDK6,1.25,Breast_TCGA
CDK8,1.25,Breast_TCGA
CDKAL1,1.25,Breast_TCGA
CDKL1,1.25,Breast_TCGA
CDKL2,1.25,Breast_TCGA
CDKN1C,1.25,Breast_TCGA
CDKN2AIPNL,1.25,Breast_TCGA
CDKN2B,1.25,Breast_TCGA
CDKN2C,1.25,Breast_TCGA
CDR2L,1.25,Breast_TCGA
CDRT4,1.25,Breast_TCGA
CDT1,1.25,Breast_TCGA
CDYL2,1.25,Breast_TCGA
CEACAM5,1.25,Breast_TCGA
CEBPA,1.25,Breast_TCGA
CEBPA-AS1,1.25,Breast_TCGA
CECR6,1.25,Breast_TCGA
CELF2,1.25,Breast_TCGA
CELSR1,1.25,Breast_TCGA
CELSR2,1.25,Breast_TCGA
CENPA,1.25,Breast_TCGA
CENPE,1.25,Breast_TCGA
CENPF,1.25,Breast_TCGA
CENPI,1.25,Breast_TCGA
CENPJ,1.25,Breast_TCGA
CENPN,1.25,Breast_TCGA
CENPW,1.25,Breast_TCGA
CEP112,1.25,Breast_TCGA
CEP128,1.25,Breast_TCGA
CEP152,1.25,Breast_TCGA
CEP170,1.25,Breast_TCGA
CEP55,1.25,Breast_TCGA
CEP85L,1.25,Breast_TCGA
CEP95,1.25,Breast_TCGA
CERS2,1.25,Breast_TCGA
CERS4,1.25,Breast_TCGA
CFAP20,1.25,Breast_TCGA
CFAP36,1.25,Breast_TCGA
CFAP43,1.25,Breast_TCGA
CFAP44,1.25,Breast_TCGA
CFAP61,1.25,Breast_TCGA
CFAP65,1.25,Breast_TCGA
CFAP69,1.25,Breast_TCGA
CFAP70,1.25,Breast_TCGA
CFB,1.25,Breast_TCGA
CHCHD3,1.25,Breast_TCGA
CHCHD5,1.25,Breast_TCGA
CHD7,1.25,Breast_TCGA
CHEK1,1.25,Breast_TCGA
CHI3L1,1.25,Breast_TCGA
CHIC2,1.25,Breast_TCGA
CHL1,1.25,Breast_TCGA
CHN1,1.25,Breast_TCGA
CHODL,1.25,Breast_TCGA
CHRDL1,1.25,Breast_TCGA
CHRDL2,1.25,Breast_TCGA
CHRNA5,1.25,Breast_TCGA
CHST11,1.25,Breast_TCGA
CHST2,1.25,Breast_TCGA
CHST3,1.25,Breast_TCGA
CHST9,1.25,Breast_TCGA
CHSY3,1.25,Breast_TCGA
CIAPIN1,1.25,Breast_TCGA
CIB1,1.25,Breast_TCGA
CIB2,1.25,Breast_TCGA
CIB3,1.25,Breast_TCGA
CILP,1.25,Breast_TCGA
CIRBP,1.25,Breast_TCGA
CIT,1.25,Breast_TCGA
CITED2,1.25,Breast_TCGA
CKAP2,1.25,Breast_TCGA
CKAP2L,1.25,Breast_TCGA
CKAP5,1.25,Breast_TCGA
CKS1B,1.25,Breast_TCGA
CLASP1,1.25,Breast_TCGA
CLCN4,1.25,Breast_TCGA
CLDN11,1.25,Breast_TCGA
CLDN19,1.25,Breast_TCGA
CLDN23,1.25,Breast_TCGA
CLDN8,1.25,Breast_TCGA
CLDN9,1.25,Breast_TCGA
CLEC10A,1.25,Breast_TCGA
CLEC3A,1.25,Breast_TCGA
CLEC4F,1.25,Breast_TCGA
CLEC5A,1.25,Breast_TCGA
CLGN,1.25,Breast_TCGA
CLIC4,1.25,Breast_TCGA
CLIC6,1.25,Breast_TCGA
CLIP2,1.25,Breast_TCGA
CLIP3,1.25,Breast_TCGA
CLIP4,1.25,Breast_TCGA
CLMN,1.25,Breast_TCGA
CLMP,1.25,Breast_TCGA
CLN3,1.25,Breast_TCGA
CLN5,1.25,Breast_TCGA
CLSPN,1.25,Breast_TCGA
CLU,1.25,Breast_TCGA
CMBL,1.25,Breast_TCGA
CMC2,1.25,Breast_TCGA
CMTM1,1.25,Breast_TCGA
CMTM3,1.25,Breast_TCGA
CMTM7,1.25,Breast_TCGA
CNIH2,1.25,Breast_TCGA
CNKSR2,1.25,Breast_TCGA
CNN1,1.25,Breast_TCGA
CNN2,1.25,Breast_TCGA
CNTD1,1.25,Breast_TCGA
CNTLN,1.25,Breast_TCGA
CNTN4,1.25,Breast_TCGA
CNTNAP3,1.25,Breast_TCGA
CNTRL,1.25,Breast_TCGA
COA3,1.25,Breast_TCGA
COA7,1.25,Breast_TCGA
COCH,1.25,Breast_TCGA
COG2,1.25,Breast_TCGA
COG7,1.25,Breast_TCGA
COL14A1,1.25,Breast_TCGA
COL15A1,1.25,Breast_TCGA
COL16A1,1.25,Breast_TCGA
COL17A1,1.25,Breast_TCGA
COL18A1,1.25,Breast_TCGA
COL22A1,1.25,Breast_TCGA
COL23A1,1.25,Breast_TCGA
COL27A1,1.25,Breast_TCGA
COL3A1,1.25,Breast_TCGA
COL4A2,1.25,Breast_TCGA
COL4A3BP,1.25,Breast_TCGA
COL4A4,1.25,Breast_TCGA
COL5A2,1.25,Breast_TCGA
COL6A1,1.25,Breast_TCGA
COL6A2,1.25,Breast_TCGA
COL6A3,1.25,Breast_TCGA
COL6A6,1.25,Breast_TCGA
COL7A1,1.25,Breast_TCGA
COL9A3,1.25,Breast_TCGA
COLCA1,1.25,Breast_TCGA
COLCA2,1.25,Breast_TCGA
COLGALT1,1.25,Breast_TCGA
COLGALT2,1.25,Breast_TCGA
COMMD2,1.25,Breast_TCGA
COPRS,1.25,Breast_TCGA
COQ10A,1.25,Breast_TCGA
COQ6,1.25,Breast_TCGA
COQ7,1.25,Breast_TCGA
CORO1C,1.25,Breast_TCGA
CORO2B,1.25,Breast_TCGA
COX14,1.25,Breast_TCGA
COX17,1.25,Breast_TCGA
COX20,1.25,Breast_TCGA
COX6B2,1.25,Breast_TCGA
COX7A2,1.25,Breast_TCGA
CPAMD8,1.25,Breast_TCGA
CPED1,1.25,Breast_TCGA
CPLX1,1.25,Breast_TCGA
CPNE2,1.25,Breast_TCGA
CPNE3,1.25,Breast_TCGA
CPNE8,1.25,Breast_TCGA
CPXM1,1.25,Breast_TCGA
CRAT,1.25,Breast_TCGA
CRB2,1.25,Breast_TCGA
CRB3,1.25,Breast_TCGA
CREB3,1.25,Breast_TCGA
CREB3L4,1.25,Breast_TCGA
CREB5,1.25,Breast_TCGA
CRELD1,1.25,Breast_TCGA
CRHR1,1.25,Breast_TCGA
CRIPAK,1.25,Breast_TCGA
CRISPLD2,1.25,Breast_TCGA
CRLF1,1.25,Breast_TCGA
CROT,1.25,Breast_TCGA
CRYAB,1.25,Breast_TCGA
CRYL1,1.25,Breast_TCGA
CSAD,1.25,Breast_TCGA
CSDC2,1.25,Breast_TCGA
CSE1L,1.25,Breast_TCGA
CSK,1.25,Breast_TCGA
CSN3,1.25,Breast_TCGA
CSNK2A2,1.25,Breast_TCGA
CSRNP2,1.25,Breast_TCGA
CSRP1,1.25,Breast_TCGA
CSRP2,1.25,Breast_TCGA
CST3,1.25,Breast_TCGA
CST5,1.25,Breast_TCGA
CST9,1.25,Breast_TCGA
CT62,1.25,Breast_TCGA
CTC1,1.25,Breast_TCGA
CTDSPL,1.25,Breast_TCGA
CTGF,1.25,Breast_TCGA
CTIF,1.25,Breast_TCGA
CTLA4,1.25,Breast_TCGA
CTNND2,1.25,Breast_TCGA
CTPS1,1.25,Breast_TCGA
CTSF,1.25,Breast_TCGA
CTTNBP2NL,1.25,Breast_TCGA
CX3CL1,1.25,Breast_TCGA
CXCL1,1.25,Breast_TCGA
CXCL13,1.25,Breast_TCGA
CXCL2,1.25,Breast_TCGA
CXCL5,1.25,Breast_TCGA
CXCL6,1.25,Breast_TCGA
CXCR4,1.25,Breast_TCGA
CXCR6,1.25,Breast_TCGA
CYB561D2,1.25,Breast_TCGA
CYB5A,1.25,Breast_TCGA
CYB5D1,1.25,Breast_TCGA
CYB5D2,1.25,Breast_TCGA
CYB5R1,1.25,Breast_TCGA
CYB5R2,1.25,Breast_TCGA
CYBRD1,1.25,Breast_TCGA
CYP1B1,1.25,Breast_TCGA
CYP24A1,1.25,Breast_TCGA
CYP27C1,1.25,Breast_TCGA
CYP2A6,1.25,Breast_TCGA
CYP2A7,1.25,Breast_TCGA
CYP2B6,1.25,Breast_TCGA
CYP2B7P,1.25,Breast_TCGA
CYP39A1,1.25,Breast_TCGA
CYP4B1,1.25,Breast_TCGA
CYP4X1,1.25,Breast_TCGA
CYP4Z1,1.25,Breast_TCGA
CYP4Z2P,1.25,Breast_TCGA
CYP7B1,1.25,Breast_TCGA
CYR61,1.25,Breast_TCGA
CYSRT1,1.25,Breast_TCGA
CYTH3,1.25,Breast_TCGA
CYYR1,1.25,Breast_TCGA
D2HGDH,1.25,Breast_TCGA
DACH1,1.25,Breast_TCGA
DACT1,1.25,Breast_TCGA
DACT2,1.25,Breast_TCGA
DALRD3,1.25,Breast_TCGA
DAPK1,1.25,Breast_TCGA
DAPL1,1.25,Breast_TCGA
DAZAP2,1.25,Breast_TCGA
DBF4,1.25,Breast_TCGA
DBNDD1,1.25,Breast_TCGA
DBP,1.25,Breast_TCGA
DBX2,1.25,Breast_TCGA
DCAF12L1,1.25,Breast_TCGA
DCAF7,1.25,Breast_TCGA
DCBLD2,1.25,Breast_TCGA
DCHS2,1.25,Breast_TCGA
DCLK2,1.25,Breast_TCGA
DCLRE1B,1.25,Breast_TCGA
DCLRE1C,1.25,Breast_TCGA
DCTPP1,1.25,Breast_TCGA
DCX,1.25,Breast_TCGA
DDIT4,1.25,Breast_TCGA
DDO,1.25,Breast_TCGA
DDR2,1.25,Breast_TCGA
DDRGK1,1.25,Breast_TCGA
DDX26B,1.25,Breast_TCGA
DEGS2,1.25,Breast_TCGA
DEK,1.25,Breast_TCGA
DENND1B,1.25,Breast_TCGA
DENND6B,1.25,Breast_TCGA
DEPDC1,1.25,Breast_TCGA
DEPDC1B,1.25,Breast_TCGA
DEPDC7,1.25,Breast_TCGA
DERL3,1.25,Breast_TCGA
DESI2,1.25,Breast_TCGA
DFNA5,1.25,Breast_TCGA
DGKA,1.25,Breast_TCGA
DGKD,1.25,Breast_TCGA
DHCR24,1.25,Breast_TCGA
DHCR7,1.25,Breast_TCGA
DHRS4L2,1.25,Breast_TCGA
DHRS7,1.25,Breast_TCGA
DHRS7B,1.25,Breast_TCGA
DIAPH2,1.25,Breast_TCGA
DIAPH3,1.25,Breast_TCGA
DIO1,1.25,Breast_TCGA
DIO2,1.25,Breast_TCGA
DIO3,1.25,Breast_TCGA
DIRAS1,1.25,Breast_TCGA
DIRC2,1.25,Breast_TCGA
DISC1,1.25,Breast_TCGA
DKC1,1.25,Breast_TCGA
DKK1,1.25,Breast_TCGA
DLC1,1.25,Breast_TCGA
DLGAP5,1.25,Breast_TCGA
DLK1,1.25,Breast_TCGA
DLK2,1.25,Breast_TCGA
DLX3,1.25,Breast_TCGA
DLX5,1.25,Breast_TCGA
DMBT1,1.25,Breast_TCGA
DMD,1.25,Breast_TCGA
DMRTA1,1.25,Breast_TCGA
DNA2,1.25,Breast_TCGA
DNAAF1,1.25,Breast_TCGA
DNAH5,1.25,Breast_TCGA
DNAH7,1.25,Breast_TCGA
DNAJB2,1.25,Breast_TCGA
DNAJB4,1.25,Breast_TCGA
DNAJB5,1.25,Breast_TCGA
DNAJB6,1.25,Breast_TCGA
DNAJC19,1.25,Breast_TCGA
DNAJC22,1.25,Breast_TCGA
DNAJC6,1.25,Breast_TCGA
DNAL1,1.25,Breast_TCGA
DNASE1L2,1.25,Breast_TCGA
DNM1,1.25,Breast_TCGA
DNM3,1.25,Breast_TCGA
DNMT1,1.25,Breast_TCGA
DNMT3A,1.25,Breast_TCGA
DNMT3B,1.25,Breast_TCGA
DOC2B,1.25,Breast_TCGA
DOCK7,1.25,Breast_TCGA
DOK1,1.25,Breast_TCGA
DOK6,1.25,Breast_TCGA
DONSON,1.25,Breast_TCGA
DPH2,1.25,Breast_TCGA
DPP4,1.25,Breast_TCGA
DPY19L1,1.25,Breast_TCGA
DPYD,1.25,Breast_TCGA
DPYSL2,1.25,Breast_TCGA
DPYSL3,1.25,Breast_TCGA
DRAIC,1.25,Breast_TCGA
DRAM1,1.25,Breast_TCGA
DRC3,1.25,Breast_TCGA
DSC2,1.25,Breast_TCGA
DSC3,1.25,Breast_TCGA
DSCC1,1.25,Breast_TCGA
DSEL,1.25,Breast_TCGA
DSG2,1.25,Breast_TCGA
DSG3,1.25,Breast_TCGA
DST,1.25,Breast_TCGA
DSTN,1.25,Breast_TCGA
DTL,1.25,Breast_TCGA
DTNA,1.25,Breast_TCGA
DTWD2,1.25,Breast_TCGA
DTX1,1.25,Breast_TCGA
DTX4,1.25,Breast_TCGA
DUBR,1.25,Breast_TCGA
DUSP15,1.25,Breast_TCGA
DUSP4,1.25,Breast_TCGA
DUSP5,1.25,Breast_TCGA
DUSP9,1.25,Breast_TCGA
DYNLRB2,1.25,Breast_TCGA
DYNLT1,1.25,Breast_TCGA
DYRK2,1.25,Breast_TCGA
DYRK3,1.25,Breast_TCGA
DZIP1,1.25,Breast_TCGA
DZIP1L,1.25,Breast_TCGA
E2F2,1.25,Breast_TCGA
E2F3,1.25,Breast_TCGA
E2F7,1.25,Breast_TCGA
E2F8,1.25,Breast_TCGA
EBF1,1.25,Breast_TCGA
ECHDC1,1.25,Breast_TCGA
ECI1,1.25,Breast_TCGA
ECI2,1.25,Breast_TCGA
ECT2L,1.25,Breast_TCGA
EDAR,1.25,Breast_TCGA
EDEM3,1.25,Breast_TCGA
EDN1,1.25,Breast_TCGA
EDN3,1.25,Breast_TCGA
EDNRA,1.25,Breast_TCGA
EEF1G,1.25,Breast_TCGA
EEF2K,1.25,Breast_TCGA
EFCAB1,1.25,Breast_TCGA
EFCAB12,1.25,Breast_TCGA
EFCAB13,1.25,Breast_TCGA
EFCC1,1.25,Breast_TCGA
EFHC1,1.25,Breast_TCGA
EFHC2,1.25,Breast_TCGA
EFNA5,1.25,Breast_TCGA
EFNB2,1.25,Breast_TCGA
EFNB3,1.25,Breast_TCGA
EGFR,1.25,Breast_TCGA
EGLN2,1.25,Breast_TCGA
EGR1,1.25,Breast_TCGA
EGR2,1.25,Breast_TCGA
EHBP1,1.25,Breast_TCGA
EIF3E,1.25,Breast_TCGA
EIF3H,1.25,Breast_TCGA
EIF4EBP3,1.25,Breast_TCGA
EIF5A2,1.25,Breast_TCGA
ELF5,1.25,Breast_TCGA
ELL2,1.25,Breast_TCGA
ELMO1,1.25,Breast_TCGA
ELMOD2,1.25,Breast_TCGA
ELMOD3,1.25,Breast_TCGA
ELOVL4,1.25,Breast_TCGA
EME1,1.25,Breast_TCGA
